pwsid,pop_served,years_in_violation
CA5410002,27281,1
CA5410003,11169,1
CA5410004,10243,1
CA5410006,12659,4
CA5410007,500,3
CA5410008,8300,0
CA5410009,2772,0
CA5410010,63487,1
CA5410011,1500,1
CA5410012,2669,0
CA5410014,2543,2
CA5410015,72241,0
CA5410016,148496,0
CA5410017,2134,0
CA5410019,4580,1
CA5410020,7846,0
CA5410021,7679,1
CA5410022,134,0
CA5410024,1617,2
CA5410025,1740,4
CA5410026,2200,0
CA5410034,944,0
CA5410036,500,1
CA5410038,2656,0
CA5410039,617,1
CA5410041,716,0
CA5410048,339,1
CA5410050,871,0
CA5410503,2940,2
CA5410513,2930,0
CA5410800,123,0
CA5410801,1281,0
CA5500040,282,0
CA5500041,195,1
CA5500042,468,0
CA5500048,1041,0
CA5500053,340,1
CA5500057,97,0
CA5500060,445,0
CA5500064,154,0
CA5500071,269,0
CA5500074,361,0
CA5500077,417,0
CA5500080,202,1
CA5500086,235,0
CA5500092,52,1
CA5500096,129,0
CA5500104,316,0
CA5500115,219,0
CA5500116,280,2
CA5500119,85,0
CA5500120,115,0
CA5500124,105,0
CA5500125,210,0
CA5500128,67,0
CA5500149,89,0
CA5500193,225,0
CA5500243,78,0
CA5500353,22,1
CA5500363,62,0
CA5510001,11054,0
CA5510002,1767,0
CA5510003,1761,0
CA5510004,1298,1
CA5510005,2378,0
CA5510006,2163,0
CA5510007,1295,1
CA5510008,3240,1
CA5510009,3400,2
CA5510011,1771,0
CA5510012,13280,0
CA5510013,5463,0
CA5510016,400,0
CA5510021,92,0
CA5510023,1123,1
CA5510024,1154,0
CA5510026,1168,0
CA5510028,826,0
CA5510503,51,0
CA5510851,3571,0
CA5510852,150,1
CA5601104,238,1
CA5601105,353,0
CA5601106,99,0
CA5601110,134,0
CA5601116,43,0
CA5601117,800,0
CA5601119,323,1
CA5601120,340,0
CA5601122,72,0
CA5601125,65,0
CA5601134,150,2
CA5601137,25,2
CA5601141,58,0
CA5601144,600,0
CA5601201,1187,0
CA5601401,30,1
CA5602101,50,1
CA5602103,224,0
CA5602104,215,3
CA5602108,1335,0
CA5602109,160,1
CA5602110,160,1
CA5602111,975,0
CA5602115,368,0
CA5602117,429,0
CA5602130,100,0
CA5602132,25,0
CA5602140,196,1
CA5603301,665,0
CA5610001,990,0
CA5610002,16419,0
CA5610003,1946,0
CA5610005,4200,0
CA5610006,690,0
CA5610007,200232,0
CA5610008,5000,0
CA5610009,21407,0
CA5610010,1709,0
CA5610011,31018,0
CA5610014,6801,0
CA5610015,1429,0
CA5610016,19533,0
CA5610017,113500,0
CA5610018,35514,0
CA5610019,46824,0
CA5610020,53157,0
CA5610021,2003,0
CA5610022,6100,1
CA5610023,94738,0
CA5610024,11005,1
CA5610029,1820,1
CA5610035,983,0
CA5610039,4560,0
CA5610040,66809,0
CA5610043,13898,0
CA5610056,1200,1
CA5610058,2079,0
CA5610059,45128,0
CA5610063,32700,0
CA5610068,455,0
CA5610069,1759,0
CA5610081,2039,0
CA5610700,5700,0
CA5610701,8625,0
CA5610702,254,0
CA5700554,140,0
CA5700555,25,5
CA5700571,876,1
CA5700615,432,0
CA5700700,239,1
CA5700707,40,0
CA5700712,602,0
CA5700788,314,5
CA5700797,800,1
CA5710001,67457,0
CA5710003,53355,1
CA5710004,944,1
CA5710005,7115,0
CA5710006,61462,0
CA5710007,3574,0
CA5710009,49616,0
CA5710011,1115,0
CA5800572,100,0
CA5800803,200,0
CA5800805,60,0
CA5800820,200,0
CA5800821,26,0
CA5800823,100,0
CA5800824,50,0
CA5800827,25,0
CA5800828,185,0
CA5800832,200,0
CA5800850,60,0
CA5800851,35,1
CA5800863,160,1
CA5800924,180,0
CA5805001,10464,0
CA5810001,12419,0
CA5810002,21654,0
CA5810003,16595,0
CA5810004,4124,0
CA5810005,122,0
CA5810006,2772,0
CA5810700,6785,0
CO0101001,130,0
CO0101015,460,1
CO0101020,4400,0
CO0101025,56304,1
CO0101030,77,0
CO0101031,150,0
CO0101034,1500,0
CO0101035,60,0
CO0101040,23756,0
CO0101055,11678,0
CO0101060,130,1
CO0101063,1250,0
CO0101065,325,0
CO0101070,261,0
CO0101075,350,0
CO0101078,303,0
CO0101080,200,0
CO0101085,1505,0
CO0101100,320,1
CO0101104,175,1
CO0101105,14500,0
CO0101110,90,2
CO0101115,48927,0
CO0101125,175,0
CO0101126,410,1
CO0101130,165,0
CO0101140,75559,0
CO0101145,2050,1
CO0101150,226465,0
CO0101155,90,0
CO0101157,7363,0
CO0101158,90,0
CO0101166,286,0
CO0101167,1117,0
CO0101170,202078,0
CO0101175,63,0
CO0101180,2500,1
CO0101185,863,0
CO0101187,140,0
CO0101188,160,4
CO0101201,81,0
CO0101205,1200,0
CO0101234,2485,0
CO0101283,1046,1
CO0101287,1786,0
CO0101288,513,0
CO0101300,250,0
CO0101320,1300,1
CO0101352,1190,0
CO0101443,2005,0
CO0101467,651,0
CO0101510,700,0
CO0101511,209,0
CO0101553,55,0
CO0101610,1905,0
CO0101667,1500,0
CO0101675,209,0
CO0101725,115,0
CO0101741,300,0
CO0101800,51,0
CO0101833,1740,0
CO0102100,11271,0
CO0102200,1453,0
CO0102300,85,3
CO0102900,160,0
CO0103005,533407,0
CO0103010,1000,0
CO0103025,115,1
CO0103030,1648,0
CO0103035,66130,0
CO0103040,230,0
CO0103045,57332,0
CO0103050,1440,0
CO0103055,4400,0
CO0103075,12000,0
CO0103079,150,0
CO0103081,40,1
CO0103090,175,0
CO0103100,19000,0
CO0103153,899,0
CO0103171,130,0
CO0103176,9215,0
CO0103183,843,0
CO0103186,100,0
CO0103504,758,0
CO0103506,125,0
CO0103614,19485,0
CO0103666,2487,0
CO0103710,122,1
CO0103721,55000,0
CO0103723,48648,0
CO0103853,751,0
CO0104090,158,0
CO0104121,290,0
CO0104300,11069,0
CO0104393,49,0
CO0104533,40,2
CO0104700,850,1
CO0104900,877,0
CO0105100,150,0
CO0105300,125,5
CO0105500,1378,1
CO0105700,64,4
CO0105800,137,0
CO0105900,650,4
CO0106200,244,5
CO0106300,2139,1
CO0106500,378,1
CO0106900,300,0
CO0107115,340,0
CO0107118,901,1
CO0107135,820,0
CO0107152,166080,0
CO0107153,897,0
CO0107155,106153,1
CO0107179,1657,0
CO0107184,775,0
CO0107236,300,0
CO0107246,308,0
CO0107321,50,0
CO0107322,255,0
CO0107352,662,0
CO0107384,1000,0
CO0107401,280,0
CO0107466,207,0
CO0107471,20280,0
CO0107472,250,0
CO0107473,28700,0
CO0107483,75,0
CO0107485,104178,0
CO0107486,3200,0
CO0107487,20975,0
CO0107489,75,0
CO0107496,2990,0
CO0107502,35,0
CO0107510,1000,2
CO0107517,211,0
CO0107538,2406,0
CO0107582,250,0
CO0107610,1100,0
CO0107701,844,0
CO0107702,150,2
CO0107710,450,0
CO0107712,342,0
CO0107719,100,0
CO0107724,544,0
CO0107725,17900,0
CO0107733,75,3
CO0107810,750,0
CO0107834,230,0
CO0108050,100,0
CO0108300,3776,0
CO0108313,195,0
CO0108350,1700,0
CO0108375,73,0
CO0108415,480,0
CO0108450,90,0
CO0108501,79,1
CO0108525,250,0
CO0108600,100,0
CO0108650,2118,1
CO0108655,150,0
CO0108700,5666,0
CO0108800,40,1
CO0108900,249,0
CO0108925,69,0
CO0108960,63,0
CO0109001,99,0
CO0109006,840,0
CO0109011,326,0
CO0110001,27,0
CO0110010,500,0
CO0110015,5315,0
CO0110020,10432,0
CO0110025,90,0
CO0110026,1378,3
CO0110035,180,1
CO0110040,451,2
CO0110045,50,0
CO0110050,72,0
CO0111100,981,0
CO0111200,250,1
CO0111500,42,1
CO0111600,825,0
CO0111700,976,0
CO0111800,365,1
CO0111900,850,0
CO0112100,469,0
CO0112300,561,0
CO0112500,477,0
CO0112700,100,1
CO0112810,45,0
CO0112850,40,2
CO0112900,629,0
CO0113050,285,0
CO0113100,530,0
CO0113300,188,0
CO0113500,399,0
CO0113700,1300,0
CO0113900,240,0
CO0114500,1950,0
CO0114550,38,0
CO0114801,44,0
CO0115152,400,2
CO0115168,200,1
CO0115171,2400,0
CO0115175,95,0
CO0115185,239,1
CO0115188,477,0
CO0115189,486,0
CO0115205,8700,0
CO0115288,335,3
CO0115310,62,0
CO0115333,250,0
CO0115340,70,0
CO0115342,120,1
CO0115352,2050,0
CO0115467,178,2
CO0115513,72,0
CO0115588,3100,0
CO0115601,2499,2
CO0115610,295,1
CO0115675,37,0
CO0115685,840,1
CO0115716,47,0
CO0115724,250,0
CO0115725,76,0
CO0115726,36,2
CO0115784,2800,3
CO0115838,57,0
CO0115841,37,0
CO0115842,96,0
CO0116001,1287000,0
CO0116104,3447,0
CO0116122,200,0
CO0116175,22000,0
CO0116484,147,1
CO0116552,1000,0
CO0116553,2500,0
CO0116610,250,0
CO0117300,850,2
CO0117700,437,0
CO0118001,325,0
CO0118002,1162,0
CO0118005,5656,0
CO0118006,12800,0
CO0118010,110298,0
CO0118015,103444,0
CO0118016,6160,0
CO0118020,10867,0
CO0118025,12901,0
CO0118030,275,1
CO0118035,238,2
CO0118040,75949,0
CO0118045,3890,0
CO0118055,13765,0
CO0118060,215,0
CO0118065,120,0
CO0118070,860,0
CO0118075,301,0
CO0118076,15295,0
CO0118078,490,0
CO0118080,35,1
CO0118085,165,1
CO0118167,191,0
CO0118175,312,0
CO0118285,123,0
CO0118724,11501,0
CO0119122,318,1
CO0119125,225,0
CO0119134,2357,0
CO0119139,257,0
CO0119233,7511,0
CO0119234,1500,0
CO0119246,1962,0
CO0119321,130,0
CO0119329,15272,0
CO0119467,407,0
CO0119501,229,0
CO0119508,4588,0
CO0119510,1200,0
CO0119671,469,0
CO0119672,90,0
CO0119673,291,1
CO0119692,165,0
CO0119717,38,0
CO0119718,425,0
CO0119720,896,0
CO0119802,51515,0
CO0120001,152,1
CO0120003,200,0
CO0120005,300,0
CO0120010,4523,0
CO0120015,910,0
CO0120020,300,0
CO0120025,618,0
CO0120153,245,0
CO0120184,84,0
CO0120244,530,0
CO0120245,1040,0
CO0120246,792,1
CO0120300,350,0
CO0120384,567,0
CO0120717,1788,0
CO0121025,750,0
CO0121050,135,1
CO0121060,470,0
CO0121075,780,0
CO0121080,60,0
CO0121111,150,0
CO0121125,29610,0
CO0121140,3675,0
CO0121150,464111,0
CO0121167,1240,0
CO0121168,625,0
CO0121174,100,1
CO0121175,6421,1
CO0121176,472,0
CO0121188,505,0
CO0121190,100,2
CO0121200,60,2
CO0121220,67,0
CO0121240,300,0
CO0121245,272,0
CO0121246,504,1
CO0121247,1050,0
CO0121250,772,1
CO0121251,280,0
CO0121275,25130,0
CO0121300,13,0
CO0121325,900,1
CO0121345,250,0
CO0121350,90,1
CO0121352,360,0
CO0121360,1049,0
CO0121410,45,0
CO0121415,70,0
CO0121425,51,2
CO0121450,6938,1
CO0121455,12760,0
CO0121470,1300,0
CO0121475,5740,0
CO0121488,643,0
CO0121518,250,2
CO0121519,56,2
CO0121525,50,0
CO0121550,268,1
CO0121575,2686,0
CO0121600,930,0
CO0121610,56,0
CO0121625,120,3
CO0121633,878,0
CO0121650,220,0
CO0121675,125,1
CO0121700,200,2
CO0121702,20,0
CO0121703,39,0
CO0121709,132,2
CO0121710,260,0
CO0121717,260,1
CO0121718,1229,0
CO0121724,1926,0
CO0121725,225,0
CO0121727,157,0
CO0121745,800,0
CO0121750,150,0
CO0121775,20000,0
CO0121800,6500,1
CO0121840,5737,0
CO0121841,138,0
CO0121845,16876,0
CO0121850,1500,0
CO0121900,27640,0
CO0121930,13888,0
CO0121950,18031,0
CO0122050,438,0
CO0122100,34800,0
CO0122167,166,0
CO0122175,93,0
CO0122250,350,0
CO0122450,326,0
CO0122467,420,0
CO0122500,7500,1
CO0122580,78,0
CO0122600,4000,0
CO0122675,128,1
CO0122700,3149,0
CO0122800,504,0
CO0122875,284,0
CO0122950,775,0
CO0123010,105,0
CO0123123,80,2
CO0123125,1912,0
CO0123133,4100,0
CO0123152,300,0
CO0123155,140,0
CO0123166,47,0
CO0123167,6700,1
CO0123170,715,1
CO0123185,750,0
CO0123188,100,0
CO0123248,80,0
CO0123295,36,0
CO0123314,9428,0
CO0123333,300,0
CO0123343,84,0
CO0123345,42,0
CO0123360,25,0
CO0123443,100,0
CO0123467,110,0
CO0123470,63,1
CO0123485,416,0
CO0123500,75,4
CO0123510,415,0
CO0123518,115,0
CO0123519,338,0
CO0123538,5024,0
CO0123552,160,0
CO0123566,180,0
CO0123567,50,0
CO0123595,120,0
CO0123602,1320,0
CO0123605,27,0
CO0123609,125,0
CO0123617,33,0
CO0123666,27,2
CO0123667,300,0
CO0123670,55,0
CO0123675,90,0
CO0123676,9489,1
CO0123677,287,0
CO0123679,156,0
CO0123702,425,0
CO0123710,3536,0
CO0123718,237,0
CO0123724,135,0
CO0123725,234,0
CO0123726,80,0
CO0123734,1160,0
CO0123742,50,0
CO0123836,93,0
CO0123838,400,0
CO0123842,60,0
CO0123860,38,0
CO0124147,15167,0
CO0124171,3750,0
CO0125148,410,0
CO0125155,428,0
CO0125246,75,0
CO0125288,2150,0
CO0125320,201,0
CO0125321,2025,0
CO0125322,2035,0
CO0125323,5400,1
CO0125352,687,0
CO0125455,1859,1
CO0125466,250,0
CO0125467,58,0
CO0125518,100,0
CO0125552,378,0
CO0125676,140,0
CO0125710,2300,0
CO0125716,518,0
CO0125718,280,0
CO0125720,564,0
CO0125840,50,0
CO0125843,6635,0
CO0125844,3250,0
CO0125916,578,0
CO0126117,265,0
CO0126121,431,1
CO0126158,205,1
CO0126175,37,0
CO0126185,113,1
CO0126188,2440,0
CO0126189,2000,0
CO0126190,3296,0
CO0126220,800,0
CO0126325,9610,0
CO0126466,118,0
CO0126505,250,0
CO0126580,79,0
CO0126618,100,0
CO0126674,47,0
CO0126677,368,0
CO0126715,100,1
CO0126716,55,0
CO0127467,587,1
CO0128100,343,1
CO0128300,400,0
CO0128400,132,1
CO0128500,850,2
CO0128600,341,0
CO0128625,145,0
CO0128650,75,0
CO0128726,68,1
CO0128800,138,0
CO0128900,3230,2
CO0129233,83,0
CO0129834,600,0
CO0130001,171610,0
CO0130005,350,0
CO0130010,998,0
CO0130015,125,1
CO0130020,81400,0
CO0130025,250,0
CO0130030,15750,0
CO0130033,400,0
CO0130035,3920,0
CO0130040,38288,0
CO0130045,155,2
CO0130050,1000,3
CO0130055,350,0
CO0130065,1300,0
CO0130070,250,0
CO0130075,140,0
CO0130085,9887,0
CO0130090,734,1
CO0130100,1941,2
CO0130105,10000,0
CO0130115,90,0
CO0130116,2480,0
CO0130125,480,0
CO0130133,44000,0
CO0130138,30000,0
CO0130152,350,0
CO0130187,50,0
CO0130237,5300,0
CO0130317,580,0
CO0130318,425,0
CO0130319,825,0
CO0130321,49400,0
CO0130344,4000,0
CO0130466,12000,0
CO0130467,6000,0
CO0130500,3290,0
CO0130501,232,0
CO0130517,473,0
CO0130604,122,0
CO0130667,1610,0
CO0130676,196,0
CO0130718,2500,0
CO0130800,10000,0
CO0130842,20000,0
CO0130843,9348,0
CO0131400,656,0
CO0131600,55,1
CO0131800,148,2
CO0132001,195,0
CO0132005,3720,0
CO0132010,2160,0
CO0132015,296,0
CO0132020,960,1
CO0132025,160,1
CO0133100,487,0
CO0133150,440,0
CO0133300,200,0
CO0133500,170,0
CO0133600,226,0
CO0133700,7500,0
CO0134020,3096,0
CO0134030,2300,0
CO0134065,180,0
CO0134117,292,0
CO0134119,120,0
CO0134150,33787,0
CO0134176,150,0
CO0134180,750,0
CO0134190,930,0
CO0134191,510,0
CO0134192,45,0
CO0134200,1200,0
CO0134210,400,0
CO0134225,40,2
CO0134255,62,1
CO0134270,215,0
CO0134300,239,1
CO0134330,92,0
CO0134338,60,0
CO0134360,1699,0
CO0134389,143,0
CO0134390,200,0
CO0134450,98,0
CO0134466,354,0
CO0134480,96,0
CO0134500,800,1
CO0134507,30,1
CO0134510,100,3
CO0134515,150,0
CO0134516,200,0
CO0134530,1577,1
CO0134540,68,0
CO0134570,90,0
CO0134580,120,0
CO0134630,150,0
CO0134640,39,0
CO0134660,120,0
CO0134690,236,0
CO0134717,323,0
CO0134720,60,0
CO0134730,43,0
CO0134750,1364,0
CO0134758,25,0
CO0134790,120,0
CO0134809,258,0
CO0134810,60,0
CO0134840,750,0
CO0134855,78,0
CO0134870,93,0
CO0134900,41,1
CO0135001,339,0
CO0135113,313,0
CO0135119,350,1
CO0135122,302,0
CO0135138,14211,0
CO0135143,405,1
CO0135184,1007,0
CO0135186,946,0
CO0135233,27944,0
CO0135237,80,2
CO0135257,16722,1
CO0135290,4000,0
CO0135291,179901,0
CO0135292,63532,0
CO0135315,395,1
CO0135333,1215,0
CO0135343,816,0
CO0135428,842,0
CO0135476,11,0
CO0135477,25654,0
CO0135485,91077,0
CO0135486,283,0
CO0135505,125,1
CO0135538,160,1
CO0135552,136,0
CO0135553,328,0
CO0135554,4675,0
CO0135600,266,2
CO0135610,745,5
CO0135611,65,0
CO0135614,285,0
CO0135627,985,0
CO0135676,402,0
CO0135685,900,0
CO0135704,157,0
CO0135717,462,0
CO0135721,2320,0
CO0135725,75,0
CO0135726,425,0
CO0135727,78,0
CO0135742,1736,0
CO0135838,11720,1
CO0135883,3730,1
CO0136100,447,0
CO0136175,40,0
CO0136185,120,0
CO0136249,655,0
CO0136300,131,0
CO0136321,210,0
CO0136400,116,0
CO0136610,50,0
CO0136700,360,1
CO0136724,62,0
CO0136725,312,0
CO0136755,133,0
CO0136800,11400,0
CO0136850,200,0
CO0137001,216,0
CO0137005,153,1
CO0137010,885,1
CO0137012,102,0
CO0137015,5080,0
CO0137016,1289,0
CO0138005,182,0
CO0138010,446,1
CO0138015,328,0
CO0138025,235,0
CO0138030,295,1
CO0138042,194,0
CO0138045,15100,0
CO0138119,250,0
CO0138725,29,0
CO0139166,800,0
CO0139180,34500,0
CO0139185,678,0
CO0139205,911,0
CO0139220,370,0
CO0139301,178,0
CO0139321,26000,0
CO0139434,435,0
CO0139475,51,0
CO0139505,330,0
CO0139510,893,0
CO0139600,3060,0
CO0139602,375,0
CO0139603,35,0
CO0139610,220,0
CO0139685,220,0
CO0139760,67,0
CO0139791,92580,0
CO0139811,150,0
CO0139838,213,1
CO0139839,116,0
CO0140187,31,0
CO0140500,1965,0
CO0140600,86,0
CO0141171,475,0
CO0141188,8930,0
CO0141210,350,1
CO0141250,79,0
CO0141388,30,0
CO0141467,250,0
CO0142200,8770,0
CO0142241,170,1
CO0142400,1626,0
CO0142538,96,1
CO0142567,200,2
CO0142600,1300,0
CO0142700,1390,0
CO0142800,490,1
CO0142804,200,0
CO0142900,13797,0
CO0143134,188,0
CO0143176,3802,0
CO0143177,560,0
CO0143233,40,0
CO0143335,25,0
CO0143337,83,0
CO0143505,490,0
CO0143506,4500,0
CO0143510,90,0
CO0143518,19305,0
CO0143520,193,0
CO0143533,585,2
CO0143552,1052,0
CO0143559,875,0
CO0143582,3015,0
CO0143600,200,2
CO0143719,145,0
CO0143725,60,0
CO0143755,20490,0
CO0144001,5122,0
CO0144005,12000,0
CO0144010,310,0
CO0144015,1006,0
CO0144020,8116,0
CO0144025,300,3
CO0144035,1909,0
CO0144621,140,2
CO0145030,154,5
CO0145060,900,0
CO0145090,254,5
CO0145120,70,5
CO0145150,498,5
CO0145180,75,5
CO0145210,1169,1
CO0145300,285,0
CO0145330,54,4
CO0145360,87,0
CO0145420,8320,0
CO0145450,497,5
CO0145480,458,1
CO0145540,96,5
CO0145570,90,5
CO0145600,4443,0
CO0145630,58,4
CO0145660,44,4
CO0145690,622,5
CO0145720,660,2
CO0145750,270,5
CO0145780,125,5
CO0145810,100,5
CO0146485,1059,0
CO0146588,1460,2
CO0146592,230,0
CO0146676,1000,1
CO0147001,460,0
CO0147010,483,1
CO0147020,909,1
CO0147030,215,0
CO0147040,388,0
CO0147090,50,0
CO0147180,250,0
CO0147200,300,1
CO0148001,963,0
CO0148005,2540,0
CO0148010,42,2
CO0149122,31100,0
CO0149123,300,1
CO0149155,516,0
CO0149160,200,0
CO0149185,33,0
CO0149188,40,0
CO0149218,70,0
CO0149300,160,0
CO0149352,225,0
CO0149466,322,0
CO0149467,27,0
CO0149476,150,1
CO0149588,64,0
CO0149609,44,0
CO0149611,41,0
CO0149613,28,0
CO0149621,50,0
CO0149671,180,0
CO0149685,200,0
CO0149710,30,0
CO0149717,6353,1
CO0149724,300,0
CO0149727,95,0
CO0149842,70,0
CO0149843,32,0
CO0149844,324,0
CO0149852,220,0
CO0150100,100,4
CO0150200,151,2
CO0150300,515,2
CO0150400,378,0
CO0150500,61,2
CO0150600,800,4
CO0150700,7500,0
CO0150800,1500,4
CO0150850,260,0
CO0150900,405,0
CO0151050,1615,0
CO0151100,445,2
CO0151150,263,0
CO0151186,508,2
CO0151200,2755,3
CO0151350,45,0
CO0151400,350,1
CO0151450,416,5
CO0151500,114070,0
CO0151538,115,1
CO0151552,271,0
CO0151608,504,0
CO0151620,289,0
CO0151650,30000,1
CO0151700,745,4
CO0151750,9690,0
CO0152188,50,0
CO0152505,2473,0
CO0152666,2495,0
CO0153200,1429,0
CO0153300,30,1
CO0153400,36,3
CO0153450,110,0
CO0153600,4600,0
CO0153718,80,2
CO0154117,25,0
CO0154200,130,0
CO0154205,91,0
CO0154285,50,0
CO0154333,3982,0
CO0154466,219,0
CO0154500,68,0
CO0154510,100,0
CO0154518,800,0
CO0154524,19000,1
CO0154566,950,3
CO0154609,200,1
CO0154709,42,0
CO0154715,150,1
CO0154724,1450,1
CO0154725,9950,0
CO0154743,200,0
CO0154755,248,0
CO0154842,56,0
CO0154900,467,2
CO0155188,293,1
CO0155200,2006,0
CO0155500,2575,0
CO0155700,580,1
CO0155800,504,0
CO0156600,2387,0
CO0157011,412,0
CO0157244,125,0
CO0157250,322,0
CO0157300,96,0
CO0157400,9700,0
CO0157500,1700,0
CO0157600,193,2
CO0157700,59,0
CO0157701,132,1
CO0157800,7900,1
CO0157900,25,1
CO0157950,290,0
CO0158001,1225,1
CO0158005,259,1
CO0158010,227,0
CO0159005,150,0
CO0159020,28315,1
CO0159025,2650,0
CO0159030,5785,0
CO0159035,3254,0
CO0159040,3063,0
CO0159045,2501,0
CO0159050,159,0
CO0159055,4495,0
CO0159060,150,0
CO0159063,200,0
CO0159065,670,1
CO0159070,70,0
CO0159080,466,0
CO0159090,192,0
CO0159095,8400,0
CO0159105,9900,0
CO0159119,168,0
CO0159120,60,0
CO0159725,200,0
CO0159727,455,0
CO0160050,80,0
CO0160075,325,1
CO0160095,106,1
CO0160100,2817,0
CO0160175,250,3
CO0160176,76,1
CO0160180,132,0
CO0160195,570,0
CO0160200,875,3
CO0160275,74,4
CO0160295,679,0
CO0160350,681,0
CO0160375,130,0
CO0160400,84,0
CO0160450,135,0
CO0160550,470,2
CO0160551,55,3
CO0160600,600,1
CO0160650,180,1
CO0160700,491,4
CO0160750,450,0
CO0160900,8500,1
CO0160950,250,1
CO0161001,2379,1
CO0161010,600,1
CO0162121,1715,0
CO0162122,7662,0
CO0162125,4220,0
CO0162138,131,0
CO0162155,303,0
CO0162159,90,0
CO0162167,1025,0
CO0162185,435,0
CO0162186,260,0
CO0162187,297,0
CO0162200,6900,1
CO0162233,7328,1
CO0162234,441,0
CO0162255,47444,0
CO0162257,41,0
CO0162260,19369,0
CO0162275,660,1
CO0162285,44,0
CO0162288,17173,0
CO0162291,12099,2
CO0162302,164,0
CO0162310,1150,0
CO0162321,132310,0
CO0162322,154,0
CO0162326,180,0
CO0162327,180,0
CO0162343,107,0
CO0162359,3350,1
CO0162418,27295,0
CO0162438,4650,0
CO0162439,2101,0
CO0162466,2010,0
CO0162476,27798,0
CO0162486,6518,0
CO0162505,150,1
CO0162511,9200,0
CO0162553,15890,0
CO0162559,499,0
CO0162601,140,0
CO0162610,1094,0
CO0162612,65,1
CO0162615,2900,0
CO0162621,654,1
CO0162666,73,0
CO0162677,803,0
CO0162707,11733,0
CO0162709,150,1
CO0162710,200,1
CO0162723,156,0
CO0162725,1073,0
CO0162726,355,0
CO0162738,297,1
CO0162809,833,0
CO0162833,350,0
CO0162843,23500,0
CO0162852,350,0
CO0163001,235,1
CO0163010,2342,0
CO0163020,4049,0
CO0163706,132,0
CO0180175,1010,0
CO0180288,1620,0
CO0201006,204,0
CO0203002,31000,0
CO0203012,8140,0
CO0207500,772,0
CO0207504,76,0
CO0208200,240,0
CO0210017,67,0
CO0212466,34,0
CO0214142,190,0
CO0215225,246,0
CO0215538,60,1
CO0218015,23415,0
CO0219123,150,0
CO0221060,72,1
CO0221445,48000,0
CO0221690,4994,0
CO0222518,228,1
CO0223279,70,0
CO0223343,94,0
CO0223810,90,0
CO0226500,113,0
CO0226712,335,0
CO0227700,67,0
CO0233700,48,1
CO0234234,154,0
CO0234388,88,2
CO0234390,209,0
CO0234750,60,0
CO0234837,25,1
CO0235184,27375,0
CO0235185,260,2
CO0235676,450,2
CO0235685,90,2
CO0246201,120,0
CO0247010,83,0
CO0247017,72,1
CO0247760,277,0
CO0251452,215,0
CO0251743,66,0
CO0252160,28,1
CO0253690,211,0
CO0253718,566,0
CO0253860,265,0
CO0254342,27,0
CO0254676,55,0
CO0254724,411,0
CO0259003,312,0
CO0259019,40,0
CO0259020,120,0
CO0260533,100,0
CT0010111,48,1
CT0012011,26,0
CT0030011,136,1
CT0030021,144,2
CT0030031,334,0
CT0030041,132,1
CT0030051,96,2
CT0030061,50,2
CT0030411,32,0
CT0037001,84,1
CT0040011,11590,0
CT0050011,60,0
CT0051011,25,0
CT0051031,50,0
CT0055071,25,0
CT0070011,7553,0
CT0070021,5128,1
CT0070031,2875,0
CT0081011,138,0
CT0090011,9507,0
CT0090114,54,2
CT0090292,75,0
