county_fips,specific_yield_kwh_kwp,irradiation_kwh_m2
21175,1251.1,1688.8
21177,1301.4,1763.4
21179,1284.2,1736.4
21181,1261.2,1701.2
21183,1296.5,1754.1
21185,1285.2,1728.8
21187,1267.9,1709.1
21189,1253.3,1693.9
21191,1264.9,1703.5
21193,1221.2,1651.5
21195,1240.8,1677.0
21197,1210.0,1638.2
21199,1276.1,1728.2
21201,1258.5,1695.7
21203,1253.3,1693.7
21205,1240.4,1673.1
21207,1275.0,1729.8
21209,1280.3,1727.0
21211,1278.3,1724.7
21213,1314.2,1778.4
21215,1279.3,1728.0
21217,1280.0,1734.6
21219,1312.6,1779.5
21221,1335.3,1809.4
21223,1272.1,1705.3
21225,1331.5,1794.5
21227,1291.5,1750.3
21229,1281.2,1731.3
21231,1260.2,1706.5
21233,1326.7,1787.4
21235,1233.5,1672.3
21237,1246.7,1683.6
21239,1273.0,1719.1
22001,1398.6,1911.7
22003,1372.5,1889.5
22005,1404.8,1930.8
22007,1415.3,1932.8
22009,1418.5,1952.8
22011,1371.0,1893.4
22013,1384.9,1913.9
22015,1403.7,1932.4
22017,1398.2,1924.6
22019,1383.8,1890.5
22021,1395.3,1924.0
22023,1422.0,1930.9
22025,1422.0,1953.2
22027,1383.1,1908.6
22029,1405.8,1934.7
22031,1389.8,1918.3
22033,1397.9,1924.4
22035,1437.8,1966.5
22037,1404.3,1937.0
22039,1405.8,1938.2
22041,1425.5,1958.1
22043,1385.8,1914.3
22045,1475.9,1981.5
22047,1413.8,1941.3
22049,1384.0,1912.9
22051,1470.3,1973.3
22053,1406.7,1922.2
22055,1413.1,1929.3
22057,1448.4,1955.2
22059,1397.2,1928.0
22061,1385.3,1913.0
22063,1397.6,1925.2
22065,1434.5,1970.0
22067,1412.6,1941.7
22069,1399.1,1935.0
22071,1449.0,1965.9
22073,1402.0,1932.2
22077,1407.3,1939.9
22079,1383.1,1910.2
22081,1384.8,1912.8
22083,1426.0,1951.7
22085,1391.5,1918.3
22087,1511.5,2009.6
22089,1396.2,1902.1
22091,1393.1,1924.8
22093,1414.2,1934.3
22095,1436.4,1955.8
22097,1412.3,1938.5
22099,1421.8,1944.8
22101,1443.0,1957.2
22103,1400.5,1912.4
22105,1392.5,1924.5
22107,1417.5,1949.5
22109,1461.5,1990.7
22111,1388.0,1915.7
22113,1417.8,1923.7
22115,1374.0,1898.3
22117,1386.6,1914.0
22119,1388.0,1917.1
22121,1411.7,1941.9
22123,1423.1,1943.9
22125,1404.4,1937.1
22127,1389.1,1920.7
23001,1247.6,1621.2
23003,1196.0,1526.2
23005,1276.2,1655.3
23007,1180.2,1508.7
23009,1252.6,1607.3
23011,1262.9,1641.7
23013,1290.0,1612.5
23015,1290.1,1653.9
23017,1227.9,1584.5
23019,1215.5,1571.5
23021,1161.1,1486.5
23023,1270.6,1633.3
23025,1194.6,1523.5
23027,1258.9,1623.8
23029,1214.8,1570.4
23031,1287.3,1673.8
24001,1172.8,1561.6
24003,1339.2,1776.2
24005,1316.2,1748.0
24009,1366.2,1815.3
24011,1356.7,1796.5
24013,1303.5,1737.0
24015,1333.8,1761.3
24017,1319.4,1757.6
24019,1389.9,1820.1
24021,1291.9,1729.0
24023,1210.7,1592.0
24025,1310.6,1735.3
24027,1320.1,1756.4
24029,1355.4,1778.8
24031,1326.6,1773.7
24033,1320.3,1763.0
24035,1366.2,1797.8
24037,1391.2,1827.9
24039,1389.6,1819.5
24041,1391.1,1823.4
24043,1262.5,1688.2
24045,1363.9,1807.1
24047,1372.5,1814.1
24510,1320.2,1750.0
25001,1316.6,1668.8
25003,1216.9,1590.9
25005,1317.7,1717.0
25007,1358.7,1721.7
25009,1308.8,1686.7
25011,1254.6,1647.9
25013,1277.4,1684.7
25015,1265.7,1662.8
25017,1286.4,1690.7
25019,1383.7,1741.3
25021,1295.5,1702.5
25023,1300.7,1691.0
25027,1291.3,1687.6
26001,1220.2,1549.1
26003,1187.5,1498.4
26005,1214.8,1575.7
26007,1216.4,1567.8
26009,1145.8,1488.7
26011,1240.2,1596.0
26013,1144.4,1483.7
26015,1190.1,1568.6
26017,1222.0,1596.4
26019,1198.1,1517.5
26021,1214.5,1593.3
26023,1211.3,1586.1
26025,1192.4,1568.9
26027,1193.9,1573.3
26029,1201.7,1511.7
26031,1116.4,1472.3
26033,1158.0,1492.5
26035,1209.5,1583.8
26037,1210.5,1592.0
26039,1191.3,1550.8
26041,1246.0,1586.4
26043,1219.4,1580.3
26045,1195.5,1576.2
26047,1184.2,1513.5
26049,1210.0,1587.7
26051,1213.9,1595.2
26053,1179.2,1528.1
26055,1144.0,1497.2
26057,1220.3,1603.3
26059,1224.7,1602.6
26061,1125.4,1470.5
26063,1167.0,1519.7
26065,1196.3,1572.6
26067,1194.9,1571.0
26069,1278.0,1622.0
26071,1203.5,1556.7
26073,1197.8,1572.7
26075,1221.3,1600.8
26077,1194.2,1574.2
26079,1139.9,1492.0
26081,1190.0,1564.8
26083,1144.8,1475.9
26085,1165.6,1536.2
26087,1199.3,1571.4
26089,1224.1,1542.1
26091,1228.1,1606.8
26093,1204.2,1581.7
26095,1119.2,1461.2
26097,1192.7,1518.8
26099,1220.1,1594.2
26101,1206.2,1553.7
26103,1169.7,1501.0
26105,1188.8,1520.1
26107,1190.8,1561.7
26109,1244.7,1606.7
26111,1220.8,1600.1
26113,1182.0,1543.8
26115,1226.6,1603.7
26117,1198.5,1573.9
26119,1175.0,1532.4
26121,1210.1,1548.5
26123,1183.4,1555.8
26125,1211.3,1591.3
26127,1204.5,1547.0
26129,1217.8,1588.1
26131,1118.4,1468.3
26133,1190.6,1556.9
26135,1186.4,1549.5
26137,1152.6,1503.5
26139,1215.0,1563.1
26141,1176.2,1512.1
26143,1223.1,1595.5
26145,1234.1,1614.5
26147,1200.7,1572.5
26149,1208.1,1587.8
26151,1154.5,1502.0
26153,1205.6,1539.7
26155,1206.4,1584.3
26157,1201.0,1571.6
26159,1197.8,1561.9
26161,1211.0,1588.1
26163,1235.8,1614.6
26165,1174.4,1536.3
27001,1264.2,1622.2
27003,1283.9,1664.3
27005,1222.8,1569.2
27007,1235.5,1582.9
27009,1274.1,1645.8
27011,1301.9,1676.8
27013,1306.2,1684.7
27015,1317.3,1697.7
27017,1271.0,1629.2
27019,1288.7,1666.2
27021,1282.3,1636.8
27023,1308.2,1685.0
27025,1279.6,1658.9
27027,1246.3,1606.4
27029,1248.1,1596.8
27031,1172.0,1470.2
27033,1338.9,1721.1
27035,1263.4,1621.2
27037,1273.3,1651.9
27039,1296.6,1667.9
27041,1288.9,1650.2
27043,1320.2,1700.8
27045,1266.7,1641.2
27047,1304.5,1677.0
27049,1277.5,1655.5
27051,1281.5,1650.6
27053,1291.6,1675.0
27055,1281.9,1668.1
27057,1265.5,1619.3
27059,1288.8,1667.7
27061,1250.0,1594.4
27063,1343.0,1726.6
27065,1285.8,1660.9
27067,1305.3,1677.2
27069,1223.5,1566.5
27071,1230.7,1581.2
27073,1316.2,1696.9
27075,1246.7,1588.5
27077,1212.6,1552.0
27079,1300.1,1676.3
27081,1346.7,1725.2
27083,1335.1,1716.2
27085,1310.8,1686.8
27087,1223.6,1575.5
27089,1236.1,1587.7
27091,1328.5,1710.4
27093,1307.7,1680.1
27095,1289.9,1658.9
27097,1277.5,1649.1
27099,1306.8,1679.2
27101,1353.6,1736.9
27103,1268.3,1634.5
27105,1353.6,1740.8
27107,1234.5,1595.8
27109,1291.0,1664.3
27111,1254.2,1608.0
27113,1240.2,1597.4
27115,1276.4,1646.2
27117,1358.9,1744.1
27119,1236.0,1594.3
27121,1294.6,1663.0
27123,1295.7,1678.4
27125,1238.4,1594.6
27127,1330.8,1715.3
27129,1315.5,1693.2
27131,1290.9,1667.3
27133,1348.4,1738.5
27135,1226.1,1572.4
27137,1226.7,1568.9
27139,1291.5,1671.5
27141,1290.8,1666.7
27143,1306.5,1682.7
27145,1287.7,1662.7
27147,1305.1,1677.5
27149,1298.6,1668.9
27151,1300.5,1674.7
27153,1279.5,1643.7
27155,1293.0,1668.2
27157,1275.1,1654.4
27159,1268.8,1630.6
27161,1308.7,1684.2
27163,1284.5,1664.5
27165,1323.9,1704.9
27167,1256.7,1627.2
27169,1269.5,1650.2
27171,1287.0,1665.3
27173,1320.7,1703.5
28001,1409.1,1943.9
28003,1360.2,1856.8
28005,1403.4,1936.2
28007,1384.5,1901.0
28009,1361.2,1858.3
28011,1420.1,1931.2
28013,1383.2,1895.7
28015,1390.3,1903.5
28017,1383.4,1895.8
28019,1387.4,1903.5
28021,1407.2,1943.4
28023,1396.5,1928.7
28025,1389.9,1908.6
28027,1411.7,1917.3
28029,1395.8,1924.7
28031,1403.2,1935.9
28033,1366.1,1863.2
28035,1407.1,1942.2
28037,1398.0,1928.3
28039,1401.5,1932.5
28041,1400.6,1935.4
28043,1395.0,1913.0
28045,1418.3,1916.4
28047,1450.1,1969.2
28049,1401.9,1931.5
28051,1405.4,1929.0
28053,1417.3,1932.7
28055,1439.1,1970.8
28057,1367.9,1875.7
28059,1432.3,1941.8
28061,1398.7,1928.6
28063,1401.8,1936.2
28065,1406.5,1940.5
28067,1398.9,1932.3
28069,1388.2,1908.3
28071,1385.6,1895.4
28073,1416.3,1956.0
28075,1407.0,1937.2
28077,1397.3,1926.0
28079,1406.4,1935.9
28081,1377.7,1887.2
28083,1399.6,1906.8
28085,1398.7,1927.4
28087,1381.7,1898.2
28089,1408.2,1933.4
28091,1398.2,1929.4
28093,1378.9,1884.4
28095,1380.6,1895.8
28097,1384.2,1898.5
28099,1391.6,1913.2
28101,1393.9,1919.2
28103,1387.5,1909.2
28105,1388.1,1907.2
28107,1379.8,1885.3
28109,1393.7,1920.3
28111,1401.7,1935.9
28113,1399.0,1928.4
28115,1373.8,1881.5
28117,1362.2,1861.8
28119,1397.9,1898.9
28121,1396.0,1918.0
28123,1403.6,1930.8
28125,1412.4,1932.8
28127,1395.2,1924.2
28129,1394.5,1921.2
28131,1395.8,1923.2
28133,1417.5,1923.1
28135,1400.1,1907.4
28137,1375.5,1877.9
28139,1368.3,1868.6
28141,1360.3,1858.5
28143,1396.4,1894.1
28145,1363.2,1866.8
28147,1395.2,1922.8
28149,1413.4,1951.4
28151,1426.7,1943.6
28153,1407.7,1945.7
28155,1391.7,1908.5
28157,1401.3,1935.5
28159,1389.4,1905.9
28161,1386.4,1897.7
28163,1415.6,1944.0
29001,1346.5,1778.8
29003,1376.2,1808.4
29005,1394.6,1828.3
29007,1342.5,1784.8
29009,1390.5,1876.0
29011,1394.9,1873.5
29013,1376.5,1837.4
29015,1355.6,1822.6
29017,1348.0,1816.9
29019,1333.3,1787.9
29021,1380.4,1819.5
29023,1372.0,1851.6
29025,1362.6,1797.5
29027,1344.1,1803.5
29029,1353.4,1822.5
29031,1338.4,1803.2
29033,1364.8,1805.1
29035,1358.4,1836.6
29037,1391.5,1848.8
29039,1366.1,1843.1
29041,1352.9,1794.5
29043,1371.7,1850.4
29045,1324.1,1751.3
29047,1387.1,1834.3
29049,1367.5,1803.4
29051,1339.9,1803.7
29053,1349.5,1806.2
29055,1361.2,1829.6
29057,1380.6,1861.9
29059,1368.8,1842.6
29061,1369.5,1800.8
29063,1372.1,1805.1
29065,1364.7,1831.8
29067,1368.0,1845.0
29069,1385.0,1861.6
29071,1346.2,1811.7
29073,1350.3,1817.0
29075,1363.5,1788.2
29077,1381.9,1860.3
29079,1357.7,1785.4
29081,1358.2,1778.9
29083,1356.8,1818.7
29085,1353.6,1822.6
29087,1386.7,1820.8
29089,1348.8,1797.9
29091,1379.8,1862.9
29093,1362.6,1825.7
29095,1393.3,1846.6
29097,1389.6,1873.6
29099,1345.6,1810.0
29101,1378.0,1832.9
29103,1336.8,1760.8
29105,1371.3,1843.3
29107,1367.1,1812.1
29109,1380.8,1863.3
29111,1331.2,1761.4
29113,1345.5,1796.4
29115,1345.8,1778.8
29117,1352.4,1786.8
29119,1381.8,1871.1
29121,1333.6,1765.0
29123,1349.2,1818.0
29125,1346.9,1813.7
29127,1331.4,1765.3
29129,1344.7,1760.7
29131,1349.4,1817.3
29133,1356.4,1825.0
29135,1342.7,1805.4
29137,1340.1,1780.3
29139,1338.5,1789.4
29141,1353.6,1818.8
29143,1377.1,1849.3
29145,1384.5,1871.2
29147,1383.2,1811.8
29149,1368.5,1851.9
29151,1339.3,1802.4
29153,1377.0,1864.0
29155,1381.7,1857.2
29157,1345.9,1812.5
29159,1355.8,1813.6
29161,1354.9,1821.8
29163,1335.0,1775.6
29165,1379.7,1826.4
29167,1370.3,1846.6
29169,1352.6,1820.8
29171,1334.4,1755.4
29173,1349.0,1792.5
29175,1339.5,1779.8
29177,1384.4,1828.9
29179,1356.6,1826.2
29181,1363.3,1846.6
29183,1339.1,1796.0
29185,1366.5,1840.5
29186,1349.4,1812.1
29187,1356.8,1822.2
29189,1349.9,1805.5
29195,1352.6,1795.1
29197,1335.3,1758.7
29199,1329.0,1750.9
29201,1361.1,1827.5
29203,1360.2,1833.4
29205,1335.1,1768.3
29207,1374.8,1846.9
29209,1381.4,1867.3
29211,1340.4,1767.1
29213,1322.2,1792.5
29215,1374.7,1845.6
29217,1382.6,1857.7
29219,1336.3,1794.1
29221,1353.4,1816.1
29223,1350.5,1825.3
29225,1379.3,1851.3
29227,1364.8,1786.4
29229,1377.4,1849.9
29510,1363.0,1821.5
30001,1409.6,1826.5
30003,1303.8,1742.1
30005,1293.3,1685.5
30007,1287.2,1701.2
30009,1356.4,1780.7
30011,1407.2,1823.6
30013,1278.4,1679.4
30015,1292.7,1691.2
30017,1341.3,1758.2
30019,1281.5,1650.0
30021,1359.5,1761.4
30023,1167.0,1506.6
30025,1393.9,1801.3
30027,1176.4,1536.8
30029,1054.7,1416.5
30031,1207.0,1581.7
30033,1367.3,1766.9
30035,1312.2,1682.6
30037,1355.3,1776.3
30039,1223.4,1607.6
30041,1305.2,1690.3
30043,1312.5,1705.0
30045,1289.1,1659.4
30047,1107.4,1481.0
30049,1302.0,1680.7
30051,1320.7,1707.9
30053,1122.1,1490.8
30055,1327.1,1714.5
30057,1333.9,1731.5
30059,1287.7,1675.8
30061,1046.1,1381.1
30063,1103.5,1459.9
30065,1320.6,1734.2
30067,1154.9,1529.5
30069,1320.5,1734.4
30071,1294.5,1691.8
30073,1306.7,1695.9
30075,1400.2,1827.6
30077,1196.8,1564.2
30079,1369.3,1774.7
30081,1266.9,1664.9
30083,1332.5,1717.7
30085,1296.0,1679.2
30087,1341.6,1763.3
30089,973.7,1309.7
30091,1299.1,1673.1
30093,1306.3,1689.1
30095,1353.9,1781.6
30097,1342.2,1757.0
30099,1314.2,1716.6
30101,1304.3,1694.9
30103,1325.4,1744.5
30105,1291.4,1673.5
30107,1355.6,1760.3
30109,1352.1,1745.3
30111,1330.7,1760.5
31001,1455.0,1907.8
31003,1419.3,1842.6
31005,1556.6,2019.0
31007,1528.5,1990.1
31009,1499.2,1942.1
31011,1432.5,1860.7
31013,1517.6,1972.5
31015,1419.4,1849.0
31017,1490.3,1925.4
31019,1476.9,1931.1
31021,1375.3,1789.3
31023,1416.2,1846.2
31025,1383.7,1809.5
31027,1391.7,1804.4
31029,1517.7,1991.2
31031,1507.9,1949.5
31033,1553.6,2029.6
31035,1448.4,1897.1
31037,1413.9,1841.8
31039,1394.2,1810.8
31041,1478.0,1925.1
31043,1378.5,1788.5
31045,1439.4,1889.9
31047,1488.4,1947.7
31049,1554.6,2033.1
31051,1382.3,1792.3
31053,1389.9,1811.9
31055,1376.8,1799.2
31057,1553.0,2046.4
31059,1453.0,1902.0
31061,1479.7,1948.1
31063,1516.3,1995.1
31065,1513.2,1994.0
31067,1435.5,1881.3
31069,1544.8,2012.9
31071,1476.4,1912.6
31073,1505.3,1978.5
31075,1537.0,1986.8
31077,1461.7,1902.1
31079,1459.9,1909.5
31081,1438.5,1881.5
31083,1497.4,1971.3
31085,1541.6,2021.5
31087,1537.5,2029.7
31089,1418.4,1842.7
31091,1533.7,1981.8
31093,1447.9,1890.4
31095,1455.8,1908.7
31097,1414.3,1851.1
31099,1472.9,1929.2
31101,1532.7,1999.6
31103,1439.4,1874.9
31105,1559.0,2026.8
31107,1398.5,1815.9
31109,1424.1,1861.7
31111,1520.7,1985.1
31113,1518.2,1966.0
31115,1490.6,1931.6
31117,1542.3,1997.0
31119,1415.5,1837.5
31121,1437.4,1878.7
31123,1521.0,1991.4
31125,1438.3,1874.6
31127,1401.4,1837.6
31129,1465.8,1923.6
31131,1401.9,1835.6
31133,1424.6,1865.5
31135,1517.4,1985.6
31137,1493.9,1957.2
31139,1407.0,1826.3
31141,1429.7,1862.6
31143,1427.2,1862.9
31145,1518.9,2002.2
31147,1403.0,1843.2
31149,1479.1,1913.1
31151,1447.3,1893.9
31153,1378.0,1801.4
31155,1394.3,1820.8
31157,1497.2,1963.8
31159,1433.1,1872.2
31161,1506.5,1957.9
31163,1473.1,1921.4
31165,1525.0,1982.8
31167,1408.4,1827.8
31169,1456.3,1911.5
31171,1518.6,1964.5
31173,1386.3,1799.8
31175,1469.9,1913.2
31177,1384.8,1805.4
31179,1398.5,1812.1
31181,1467.2,1928.1
31183,1444.2,1875.2
31185,1440.5,1882.2
32001,1652.2,2224.4
32003,1712.8,2379.2
32005,1662.3,2235.7
32007,1529.8,2027.0
32009,1787.8,2409.3
32011,1562.1,2033.8
32013,1587.4,2128.4
32015,1611.1,2131.5
32017,1756.5,2335.7
32019,1658.3,2258.2
32021,1695.2,2290.8
32023,1798.1,2364.2
32027,1633.7,2187.6
32029,1670.0,2237.0
32031,1620.1,2161.9
32033,1546.5,2029.7
32510,1669.5,2237.3
33001,1273.5,1654.3
33003,1287.0,1666.3
33005,1236.6,1614.9
33007,1166.4,1499.9
33009,1161.9,1508.1
33011,1277.8,1664.2
33013,1259.0,1642.8
33015,1290.7,1688.7
33017,1285.2,1678.9
33019,1237.6,1611.1
34001,1362.7,1786.9
34003,1292.1,1703.8
34005,1324.7,1749.2
34007,1321.6,1745.8
34009,1407.0,1811.3
34011,1367.2,1786.2
34013,1307.1,1724.2
34015,1324.0,1751.9
34017,1315.4,1725.0
34019,1295.7,1719.4
34021,1305.6,1729.7
34023,1311.1,1739.8
34025,1306.8,1716.5
34027,1280.1,1692.7
34029,1331.7,1744.0
34031,1294.8,1707.8
34033,1324.5,1747.9
34035,1297.3,1722.9
34037,1268.0,1674.9
34039,1314.8,1737.5
34041,1265.7,1674.3
35001,1773.4,2390.6
35003,1692.5,2238.6
35005,1757.6,2380.3
35006,1768.8,2307.4
35007,1701.5,2263.9
35009,1760.1,2339.1
35011,1771.9,2364.3
35013,1809.6,2466.7
35015,1774.6,2402.7
35017,1781.5,2380.1
35019,1801.9,2373.4
35021,1711.2,2271.1
35023,1827.0,2474.4
35025,1768.1,2375.5
35027,1721.9,2276.5
35028,1705.4,2250.9
35029,1848.1,2496.6
35031,1744.8,2277.6
35033,1749.6,2298.4
35035,1765.9,2378.6
35037,1748.7,2337.3
35039,1675.2,2207.0
35041,1764.8,2351.0
35043,1704.4,2263.6
35045,1771.4,2360.6
35047,1670.2,2220.8
35049,1796.8,2362.3
35051,1823.3,2474.9
35053,1784.7,2401.0
35055,1701.3,2243.4
35057,1811.6,2359.7
35059,1745.7,2288.1
35061,1772.2,2399.7
36001,1240.3,1624.5
36003,1150.7,1507.1
36005,1316.3,1729.5
36007,1141.3,1502.7
36009,1135.3,1492.0
36011,1134.9,1504.0
36013,1130.2,1486.7
36015,1144.2,1508.8
36017,1162.8,1522.9
36019,1212.2,1561.1
36021,1207.7,1597.7
36023,1133.6,1488.0
36025,1145.1,1496.8
36027,1263.8,1670.2
36029,1154.8,1518.6
36031,1154.9,1484.5
36033,1143.7,1474.2
36035,1201.6,1562.7
36037,1150.5,1520.9
36039,1210.2,1576.6
36041,1156.4,1488.5
36043,1150.3,1489.3
36045,1177.1,1534.8
36047,1335.7,1748.7
36049,1158.2,1508.3
36051,1138.1,1504.2
36053,1141.7,1495.0
36055,1161.4,1525.7
36057,1191.7,1565.1
36059,1351.6,1751.8
36061,1314.2,1723.3
36063,1162.1,1526.4
36065,1125.5,1486.9
36067,1129.8,1491.5
36069,1148.7,1512.6
36071,1269.8,1678.3
36073,1171.4,1522.7
36075,1123.3,1483.1
36077,1176.1,1536.7
36079,1284.3,1690.0
36081,1288.5,1683.3
36083,1198.8,1576.6
36085,1282.9,1689.4
36087,1286.3,1694.8
36089,1154.5,1504.0
36091,1224.9,1599.8
36093,1277.9,1676.0
36095,1218.9,1584.3
36097,1173.2,1542.7
36099,1142.5,1511.1
36101,1160.5,1522.3
36103,1324.3,1718.0
36105,1226.5,1606.2
36107,1154.5,1522.5
36109,1139.7,1499.8
36111,1219.5,1600.6
36113,1226.5,1591.7
36115,1196.0,1577.0
36117,1146.0,1509.2
36119,1277.5,1684.3
36121,1138.7,1495.8
36123,1162.7,1528.1
37001,1386.3,1877.0
37003,1385.6,1877.9
37005,1368.5,1820.0
37007,1395.3,1898.5
37009,1330.9,1761.6
37011,1318.0,1752.1
37013,1388.3,1875.2
37015,1389.0,1876.6
37017,1402.2,1903.2
37019,1427.0,1901.8
37021,1371.8,1840.0
37023,1389.7,1879.4
37025,1392.7,1890.9
37027,1371.8,1857.7
37029,1389.5,1852.8
37031,1427.5,1878.4
37033,1380.4,1867.0
37035,1400.5,1900.3
37037,1384.9,1878.2
37039,1355.8,1831.7
37041,1388.1,1864.2
37043,1335.5,1801.6
37045,1399.0,1905.7
37047,1400.7,1899.3
37049,1379.4,1868.4
37051,1415.3,1907.7
37053,1406.8,1858.7
37055,1425.0,1874.7
37057,1399.2,1897.8
37059,1386.0,1881.8
37061,1397.0,1893.1
37063,1387.6,1879.0
37065,1389.5,1870.1
37067,1387.0,1878.4
37069,1389.8,1878.3
37071,1400.5,1903.1
37073,1370.9,1848.8
37075,1348.9,1807.5
37077,1390.3,1880.5
37079,1411.4,1904.9
37081,1384.8,1871.4
37083,1391.6,1875.1
37085,1395.2,1886.2
37087,1321.5,1764.5
37089,1427.5,1918.7
37091,1376.9,1859.9
37093,1425.1,1918.8
37095,1432.4,1893.1
37097,1392.1,1889.0
37099,1373.0,1838.5
37101,1408.0,1899.5
37103,1374.6,1862.3
37105,1392.6,1888.7
37107,1389.0,1877.5
37109,1393.8,1892.8
37111,1368.6,1848.6
37113,1395.1,1866.5
37115,1332.9,1788.3
37117,1403.6,1893.5
37119,1401.8,1905.6
37121,1319.0,1766.7
37123,1399.8,1906.5
37125,1401.2,1899.9
37127,1399.4,1887.4
37129,1432.1,1910.4
37131,1390.0,1870.9
37133,1403.6,1899.2
37135,1389.5,1880.4
37137,1407.4,1882.7
37139,1389.7,1852.6
37141,1391.9,1887.0
37143,1376.0,1837.5
37145,1389.5,1878.3
37147,1397.9,1885.2
37149,1402.5,1903.2
37151,1399.3,1898.9
37153,1405.5,1908.9
37155,1428.2,1929.3
37157,1382.8,1870.1
37159,1393.4,1890.5
37161,1395.6,1898.1
37163,1410.7,1909.9
37165,1418.2,1916.4
37167,1397.8,1902.5
37169,1370.3,1852.1
37171,1355.2,1830.5
37173,1174.8,1584.1
37175,1383.5,1847.7
37177,1381.8,1855.1
37179,1405.6,1909.8
37181,1385.0,1870.5
37183,1404.0,1898.0
37185,1384.6,1871.7
37187,1389.1,1866.8
37189,1278.0,1702.8
37191,1420.0,1913.2
37193,1358.5,1833.4
37195,1400.8,1888.0
37197,1380.7,1873.8
37199,1304.7,1739.8
38001,1381.5,1776.3
38003,1289.2,1650.7
38005,1275.0,1624.2
38007,1359.4,1746.6
38009,1265.0,1620.2
38011,1400.2,1799.8
38013,1279.5,1631.6
38015,1310.9,1683.0
38017,1261.8,1628.5
38019,1260.4,1597.9
38021,1304.6,1678.1
38023,1279.8,1644.4
38025,1330.9,1708.2
38027,1270.6,1620.1
38029,1336.4,1716.9
38031,1282.5,1635.5
38033,1364.6,1753.4
38035,1261.8,1618.8
38037,1348.7,1729.2
38039,1280.8,1633.0
38041,1351.5,1738.8
38043,1273.8,1630.2
38045,1290.1,1656.7
38047,1305.9,1670.1
38049,1286.6,1647.0
38051,1317.8,1687.8
38053,1307.2,1685.4
38055,1269.5,1618.1
38057,1309.7,1682.0
38059,1318.3,1695.7
38061,1307.8,1669.0
38063,1268.7,1612.1
38065,1305.4,1674.3
38067,1247.5,1595.2
38069,1273.9,1625.3
38071,1257.2,1599.8
38073,1287.1,1658.5
38075,1289.7,1649.7
38077,1272.0,1642.0
38079,1259.8,1611.2
38081,1297.2,1671.5
38083,1280.0,1634.1
38085,1349.7,1736.0
38087,1375.6,1767.9
38089,1350.8,1730.1
38091,1282.9,1640.2
38093,1300.2,1658.8
38095,1269.1,1613.0
38097,1242.8,1603.2
38099,1255.2,1602.8
38101,1301.3,1661.0
38103,1280.0,1632.5
38105,1294.4,1667.5
39001,1240.0,1664.3
39003,1255.0,1647.4
39005,1198.4,1583.1
39007,1190.3,1550.3
39009,1222.4,1640.9
39011,1240.3,1628.2
39013,1187.6,1584.4
39015,1253.4,1676.6
39017,1273.8,1695.4
39019,1175.8,1567.3
39021,1249.4,1644.1
39023,1269.3,1671.1
39025,1251.6,1674.3
39027,1265.2,1675.4
39029,1164.4,1550.2
39031,1198.0,1600.8
39033,1210.9,1589.8
39035,1182.8,1552.8
39037,1268.6,1663.3
39039,1240.1,1626.7
39041,1219.1,1610.1
39043,1231.3,1609.1
39045,1219.2,1622.2
39047,1267.2,1672.6
39049,1247.9,1650.1
39051,1244.3,1630.8
39053,1234.9,1664.3
39055,1140.5,1512.5
39057,1255.9,1660.5
39059,1201.2,1606.4
39061,1273.9,1704.9
39063,1236.3,1621.0
39065,1229.5,1612.6
39067,1193.5,1593.0
39069,1248.0,1637.1
39071,1256.2,1667.3
39073,1221.2,1634.9
39075,1191.0,1581.6
39077,1198.0,1574.1
39079,1231.8,1657.7
39081,1181.9,1576.7
39083,1205.8,1597.0
39085,1166.3,1526.6
39087,1226.9,1656.2
39089,1213.8,1615.5
39091,1228.4,1611.7
39093,1222.3,1599.5
39095,1226.5,1602.4
39097,1268.0,1669.0
39099,1160.0,1543.3
39101,1231.4,1618.9
39103,1163.1,1542.7
39105,1214.5,1636.0
39107,1247.5,1635.5
39109,1253.4,1652.4
39111,1198.2,1603.6
39113,1253.9,1660.6
39115,1217.5,1632.1
39117,1203.9,1586.8
39119,1200.1,1608.4
39121,1200.7,1608.8
39123,1233.2,1615.2
39125,1254.2,1647.0
39127,1216.2,1625.7
39129,1252.0,1660.5
39131,1237.7,1663.5
39133,1154.2,1530.5
39135,1272.8,1680.1
39137,1243.2,1632.4
39139,1204.8,1585.2
39141,1228.7,1641.2
39143,1213.3,1594.3
39145,1250.0,1684.4
39147,1210.4,1589.2
39149,1244.5,1634.6
39151,1200.3,1592.5
39153,1168.6,1549.6
39155,1141.3,1517.6
39157,1184.0,1579.6
39159,1248.4,1641.7
39161,1260.8,1654.2
39163,1222.4,1643.6
39165,1246.9,1657.9
39167,1203.4,1617.1
39169,1193.9,1580.2
39171,1248.9,1636.3
39173,1238.9,1625.7
39175,1231.9,1615.1
40001,1395.0,1893.0
40003,1539.1,2058.8
40005,1417.9,1940.2
40007,1624.5,2158.5
40009,1629.0,2168.1
40011,1565.3,2078.5
40013,1455.0,1985.8
40015,1546.9,2081.2
40017,1525.2,2038.9
40019,1488.4,2026.1
40021,1384.6,1881.7
40023,1414.4,1943.1
40025,1699.4,2248.2
40027,1489.3,2008.6
40029,1442.4,1964.2
40031,1559.7,2099.9
40033,1558.0,2099.0
40035,1412.8,1900.8
40037,1453.2,1960.5
40039,1592.9,2117.9
40041,1402.4,1899.5
40043,1593.6,2112.7
40045,1627.4,2151.8
40047,1512.5,2024.5
40049,1498.0,2032.0
