county_fips,specific_yield_kwh_kwp,irradiation_kwh_m2
40051,1512.6,2045.1
40053,1511.0,2018.8
40055,1606.8,2149.4
40057,1625.2,2180.3
40059,1598.3,2122.1
40061,1402.5,1906.8
40063,1434.2,1944.3
40065,1604.0,2157.3
40067,1523.1,2069.2
40069,1455.8,1976.7
40071,1490.5,1991.8
40073,1525.6,2046.0
40075,1591.7,2126.2
40077,1394.1,1902.4
40079,1379.0,1885.6
40081,1469.3,1987.7
40083,1504.1,2021.7
40085,1487.7,2027.1
40087,1501.0,2031.0
40089,1380.1,1892.4
40091,1423.3,1923.7
40093,1560.9,2080.4
40095,1475.5,2005.1
40097,1403.8,1897.5
40099,1474.9,2000.8
40101,1409.4,1909.4
40103,1496.0,2007.0
40105,1425.2,1914.1
40107,1451.6,1965.0
40109,1509.6,2025.5
40111,1426.2,1930.4
40113,1466.3,1965.5
40115,1392.2,1877.5
40117,1457.5,1963.7
40119,1469.4,1984.4
40121,1420.8,1929.2
40123,1453.3,1968.2
40125,1469.1,1986.6
40127,1377.5,1888.2
40129,1638.7,2171.0
40131,1418.6,1914.1
40133,1456.5,1971.9
40135,1388.8,1893.5
40137,1519.6,2059.2
40139,1665.8,2211.8
40141,1589.5,2139.0
40143,1441.6,1942.8
40145,1416.1,1915.1
40147,1434.7,1927.4
40149,1587.5,2117.8
40151,1575.0,2096.1
40153,1590.7,2106.6
41001,1376.3,1827.0
41003,1197.1,1598.4
41005,1104.3,1467.0
41007,917.8,1206.7
41009,1078.1,1436.0
41011,1226.1,1631.9
41013,1409.5,1857.5
41015,1292.4,1668.1
41017,1471.4,1939.1
41019,1207.2,1632.8
41021,1357.0,1788.9
41023,1332.3,1781.9
41025,1499.9,1966.5
41027,1265.4,1670.8
41029,1387.5,1881.0
41031,1419.2,1894.9
41033,1369.3,1866.2
41035,1493.0,1983.0
41037,1517.3,2010.4
41039,1176.8,1586.7
41041,1157.4,1483.2
41043,1028.2,1400.5
41045,1299.0,1754.9
41047,1147.0,1540.6
41049,1357.9,1786.8
41051,1076.0,1450.0
41053,1181.1,1582.3
41055,1410.7,1860.0
41057,1028.6,1357.3
41059,1300.0,1736.9
41061,1289.6,1714.5
41063,1315.1,1747.7
41065,1391.8,1850.9
41067,1143.6,1536.4
41069,1282.0,1715.9
41071,1139.4,1526.5
42001,1273.3,1691.5
42003,1185.8,1582.3
42005,1166.5,1547.3
42007,1172.4,1560.7
42009,1181.5,1567.5
42011,1251.7,1663.7
42013,1155.7,1525.6
42015,1189.8,1565.4
42017,1294.1,1715.6
42019,1155.2,1534.6
42021,1168.3,1536.8
42023,1157.9,1522.4
42025,1241.6,1632.7
42027,1172.4,1549.1
42029,1292.3,1714.8
42031,1145.3,1516.0
42033,1168.5,1536.3
42035,1191.7,1567.1
42037,1206.0,1597.9
42039,1119.0,1484.8
42041,1254.7,1668.8
42043,1233.5,1639.6
42045,1307.6,1732.4
42047,1148.2,1508.8
42049,1168.2,1529.2
42051,1163.9,1549.8
42053,1138.9,1502.0
42055,1240.8,1651.5
42057,1233.0,1637.3
42059,1175.8,1570.3
42061,1207.9,1603.9
42063,1167.0,1545.8
42065,1149.7,1516.9
42067,1215.6,1616.0
42069,1180.0,1554.0
42071,1275.3,1690.1
42073,1158.0,1542.0
42075,1246.4,1657.9
42077,1244.1,1649.4
42079,1172.0,1550.9
42081,1181.7,1561.9
42083,1142.0,1496.4
42085,1142.3,1521.1
42087,1178.0,1565.5
42089,1254.8,1647.7
42091,1277.1,1695.8
42093,1204.0,1598.7
42095,1263.6,1673.0
42097,1206.1,1602.5
42099,1234.0,1641.6
42101,1324.2,1752.7
42103,1254.6,1641.8
42105,1149.4,1503.6
42107,1234.8,1629.6
42109,1181.4,1573.0
42111,1186.2,1555.2
42113,1191.1,1563.6
42115,1167.5,1535.8
42117,1183.8,1551.3
42119,1202.6,1594.0
42121,1125.0,1488.8
42123,1130.0,1488.7
42125,1187.1,1582.5
42127,1217.0,1594.9
42129,1162.1,1548.5
42131,1189.9,1562.3
42133,1282.4,1701.5
44001,1306.2,1703.6
44003,1312.8,1716.8
44005,1325.2,1700.6
44007,1301.4,1710.4
44009,1326.6,1726.8
45001,1405.5,1919.7
45003,1422.6,1934.6
45005,1430.9,1955.1
45007,1422.0,1937.9
45009,1435.5,1955.4
45011,1425.2,1942.8
45013,1434.5,1946.9
45015,1412.6,1920.7
45017,1433.0,1942.3
45019,1448.6,1954.7
45021,1404.4,1917.3
45023,1395.1,1904.4
45025,1400.0,1895.6
45027,1440.5,1949.8
45029,1412.0,1936.7
45031,1437.5,1943.4
45033,1417.8,1922.7
45035,1412.3,1935.2
45037,1399.6,1910.9
45039,1394.4,1902.2
45041,1426.0,1932.3
45043,1420.6,1920.2
45045,1422.3,1935.7
45047,1400.3,1915.3
45049,1418.4,1943.6
45051,1407.0,1906.5
45053,1415.2,1941.1
45055,1405.0,1912.2
45057,1408.4,1920.4
45059,1403.0,1917.7
45061,1435.2,1939.2
45063,1414.0,1912.5
45065,1409.6,1929.6
45067,1428.1,1938.5
45069,1432.2,1943.7
45071,1392.0,1901.3
45073,1412.4,1924.6
45075,1426.5,1939.4
45077,1414.1,1927.7
45079,1391.6,1895.0
45081,1404.3,1917.0
45083,1410.4,1921.5
45085,1433.0,1943.0
45087,1401.2,1917.1
45089,1417.5,1929.5
45091,1396.2,1903.3
46003,1395.7,1809.9
46005,1364.5,1768.8
46007,1481.8,1924.2
46009,1399.2,1820.6
46011,1354.5,1740.2
46013,1327.6,1715.0
46015,1385.8,1802.0
46017,1394.7,1811.1
46019,1428.5,1857.4
46021,1351.5,1737.9
46023,1401.1,1822.8
46025,1338.8,1723.3
46027,1374.1,1783.7
46029,1314.3,1684.9
46031,1376.9,1773.8
46033,1412.9,1853.8
46035,1388.2,1800.8
46037,1337.4,1711.2
46039,1340.8,1717.2
46041,1400.1,1805.0
46043,1398.3,1816.8
46045,1363.0,1754.4
46047,1479.6,1939.2
46049,1370.8,1770.9
46051,1328.8,1703.2
46053,1412.1,1835.9
46055,1423.2,1851.8
46057,1336.5,1715.2
46059,1364.7,1767.5
46061,1382.3,1792.4
46063,1415.8,1828.1
46065,1404.5,1820.1
46067,1385.2,1798.7
46069,1389.0,1795.3
46071,1425.3,1861.1
46073,1387.4,1794.8
46075,1421.0,1849.8
46077,1357.8,1745.8
46079,1361.8,1749.1
46081,1375.5,1784.1
46083,1370.4,1772.8
46085,1400.1,1825.7
46087,1376.9,1779.6
46089,1341.9,1720.7
46091,1298.8,1666.4
46093,1423.2,1849.2
46095,1429.9,1859.9
46097,1366.7,1766.9
46099,1367.9,1764.2
46101,1358.5,1746.6
46102,1426.6,1872.4
46103,1447.1,1891.7
46105,1409.1,1818.0
46107,1377.9,1775.7
46109,1315.0,1686.8
46111,1381.8,1790.5
46115,1350.0,1748.2
46117,1409.9,1831.0
46119,1401.7,1811.2
46121,1443.0,1874.5
46123,1411.7,1837.5
46125,1374.7,1779.0
46127,1361.1,1766.1
46129,1357.5,1747.8
46135,1383.8,1796.3
46137,1408.4,1824.4
47001,1318.8,1787.7
47003,1321.0,1796.7
47005,1327.8,1806.5
47007,1302.8,1761.2
47009,1312.8,1780.8
47011,1339.4,1823.6
47013,1287.5,1735.6
47015,1298.0,1763.6
47017,1335.0,1817.2
47019,1288.2,1721.5
47021,1319.9,1794.2
47023,1352.0,1842.3
47025,1303.2,1760.7
47027,1296.3,1759.6
47029,1278.3,1738.9
47031,1337.8,1815.6
47033,1365.8,1848.1
47035,1310.5,1762.7
47037,1282.1,1742.8
47039,1337.3,1824.5
47041,1303.5,1771.2
47043,1327.1,1800.8
47045,1368.9,1849.7
47047,1359.5,1850.7
47049,1284.7,1733.5
47051,1332.8,1806.2
47053,1344.7,1821.3
47055,1338.0,1818.3
47057,1307.4,1776.4
47059,1331.5,1807.9
47061,1321.0,1783.0
47063,1340.3,1821.7
47065,1326.4,1802.4
47067,1284.1,1736.6
47069,1350.4,1840.5
47071,1346.5,1836.2
47073,1321.8,1794.6
47075,1353.1,1832.4
47077,1344.3,1832.4
47079,1331.2,1808.8
47081,1321.2,1797.5
47083,1317.5,1789.9
47085,1325.0,1804.6
47087,1286.2,1750.7
47089,1316.7,1790.9
47091,1297.8,1730.9
47093,1336.3,1817.7
47095,1379.8,1860.9
47097,1374.2,1857.2
47099,1342.7,1822.6
47101,1336.1,1813.7
47103,1345.2,1828.8
47105,1338.2,1819.1
47107,1338.7,1826.2
47109,1343.5,1833.5
47111,1299.0,1763.2
47113,1345.4,1827.5
47115,1230.8,1676.3
47117,1335.2,1812.8
47119,1332.4,1811.1
47121,1331.0,1811.1
47123,1325.9,1803.7
47125,1298.9,1767.1
47127,1325.7,1801.0
47129,1287.4,1739.5
47131,1357.8,1837.2
47133,1286.0,1741.2
47135,1327.2,1808.0
47137,1284.0,1741.7
47139,1324.9,1803.9
47141,1304.4,1767.7
47143,1263.5,1714.2
47145,1323.7,1800.0
47147,1306.6,1772.7
47149,1319.0,1792.8
47151,1277.8,1727.4
47153,1309.1,1769.5
47155,1313.1,1768.7
47157,1358.8,1847.0
47159,1296.1,1763.0
47161,1323.8,1794.5
47163,1324.2,1793.2
47165,1302.7,1769.2
47167,1368.0,1851.9
47169,1296.2,1764.6
47171,1225.1,1649.1
47173,1317.5,1789.4
47175,1317.8,1777.0
47177,1316.6,1784.3
47179,1322.8,1785.9
47181,1337.2,1819.2
47183,1343.2,1822.7
47185,1298.1,1762.1
47187,1329.2,1805.8
47189,1305.6,1773.8
48001,1419.0,1954.9
48003,1755.8,2363.0
48005,1383.9,1918.2
48009,1565.9,2116.7
48011,1672.8,2232.7
48013,1467.9,2031.2
48015,1415.6,1941.5
48017,1738.8,2320.6
48019,1466.5,2013.2
48021,1444.4,1982.3
48023,1595.3,2153.3
48025,1433.4,1969.5
48027,1485.3,2030.9
48029,1469.7,2027.8
48031,1503.0,2051.0
48033,1686.7,2275.0
48035,1500.2,2041.2
48037,1405.9,1935.7
48039,1380.1,1888.4
48041,1423.3,1951.7
48043,1773.1,2421.5
48045,1682.9,2243.1
48047,1457.7,2010.0
48049,1577.4,2136.5
48051,1440.5,1974.4
48053,1500.7,2053.1
48055,1448.4,1988.5
48057,1464.2,1973.5
48059,1600.8,2157.2
48061,1456.0,1975.5
48063,1409.2,1942.8
48065,1688.5,2238.4
48067,1394.4,1925.8
48069,1713.5,2292.4
48071,1415.0,1919.1
48073,1406.2,1938.4
48075,1627.8,2188.8
48077,1538.3,2088.1
48079,1742.0,2328.9
48081,1647.8,2219.4
48083,1597.6,2154.5
48085,1471.6,1990.1
48087,1631.6,2181.4
48089,1421.7,1952.7
48091,1458.5,2003.6
48093,1573.3,2131.1
48095,1623.5,2199.0
48097,1497.9,2037.4
48099,1523.9,2074.4
48101,1645.1,2214.5
48103,1735.3,2361.7
48105,1656.3,2230.3
48107,1712.6,2285.8
48109,1814.6,2446.0
48111,1703.1,2265.8
48113,1475.3,2004.0
48115,1729.2,2323.8
48117,1731.6,2299.5
48119,1443.2,1964.2
48121,1492.0,2028.5
48123,1435.7,1971.7
48125,1669.4,2236.1
48127,1519.2,2102.1
48129,1676.6,2239.6
48131,1486.0,2044.9
48133,1592.4,2152.1
48135,1753.7,2366.2
48137,1575.7,2131.2
48139,1485.2,2020.7
48141,1850.9,2531.7
48143,1548.6,2103.4
48145,1470.6,2011.2
48147,1459.7,1982.7
48149,1432.8,1964.5
48151,1657.0,2230.2
48153,1707.1,2272.0
48155,1625.1,2190.1
48157,1403.6,1926.5
48159,1429.3,1963.9
48161,1450.3,1982.6
48163,1488.3,2062.9
48165,1737.0,2336.5
48167,1458.6,1952.0
48169,1674.1,2250.4
48171,1535.9,2084.3
48173,1714.5,2305.0
48175,1429.0,1960.7
48177,1433.9,1972.1
48179,1671.4,2211.7
48181,1485.5,2013.7
48183,1407.0,1936.4
48185,1413.0,1946.5
48187,1457.0,2004.2
48189,1706.8,2275.5
48191,1640.9,2210.1
48193,1545.0,2088.9
48195,1660.2,2203.2
48197,1620.5,2180.8
48199,1359.8,1882.2
48201,1390.9,1907.6
48203,1400.6,1932.2
48205,1720.9,2292.2
48207,1623.4,2192.8
48209,1460.5,2005.7
48211,1645.8,2182.6
48213,1442.9,1980.8
48215,1514.4,2082.0
48217,1501.5,2046.6
48219,1727.9,2312.6
48221,1517.8,2065.1
48223,1434.5,1963.7
48225,1402.2,1935.5
48227,1706.2,2302.3
48229,1847.5,2480.3
48231,1459.8,1981.5
48233,1672.4,2225.3
48235,1662.3,2235.3
48237,1535.4,2093.9
48239,1411.8,1932.9
48241,1367.8,1894.5
48243,1623.0,2170.8
48245,1392.4,1884.4
48247,1520.3,2089.1
48249,1477.7,2032.5
48251,1505.0,2047.1
48253,1617.9,2183.0
48255,1450.2,1996.5
48257,1459.7,1991.2
48259,1481.4,2029.4
48261,1468.4,2003.6
48263,1650.7,2223.8
48265,1512.5,2057.1
48267,1544.6,2095.0
48269,1632.5,2198.0
48271,1529.1,2100.9
48273,1462.7,2000.0
48275,1616.9,2183.1
48277,1428.0,1947.9
48279,1727.0,2307.5
48281,1523.5,2070.6
48283,1490.3,2069.3
48285,1417.2,1946.0
48287,1442.5,1976.5
48289,1435.0,1971.7
48291,1369.2,1889.6
48293,1467.0,1999.9
48295,1635.2,2164.5
48297,1454.6,2001.6
48299,1515.3,2070.5
48301,1765.3,2402.7
48303,1712.2,2287.1
48305,1722.6,2308.0
48307,1601.8,2178.0
48309,1495.0,2040.1
48311,1478.2,2047.2
48313,1412.2,1939.2
48315,1392.1,1923.1
48317,1728.4,2328.6
48319,1547.2,2104.8
48321,1414.0,1915.0
48323,1523.2,2105.0
48325,1468.1,2027.7
48327,1599.6,2166.3
48329,1743.4,2348.1
48331,1459.8,1998.1
48333,1559.3,2113.2
48335,1677.0,2263.9
48337,1524.9,2080.5
48339,1372.5,1899.2
48341,1682.6,2234.3
48343,1411.3,1945.6
48345,1666.8,2233.0
48347,1390.9,1920.8
48349,1473.0,2008.9
48351,1363.7,1889.1
48353,1653.4,2216.6
48355,1471.5,2010.1
48357,1653.8,2190.6
48359,1709.8,2279.9
48361,1372.0,1875.7
48363,1531.4,2088.2
48365,1404.0,1938.1
48367,1517.2,2064.9
48369,1726.2,2312.7
48371,1736.3,2357.1
48373,1373.7,1897.7
48375,1696.4,2256.2
48377,1778.5,2414.6
48379,1433.4,1961.6
48381,1707.9,2265.6
48383,1715.7,2305.7
48385,1477.3,2024.1
48387,1409.1,1935.1
48389,1744.3,2387.6
48391,1426.3,1945.9
48393,1661.6,2205.4
48395,1452.4,1988.2
48397,1466.3,1991.7
48399,1615.8,2187.3
48401,1407.4,1934.2
48403,1378.9,1901.7
48405,1380.5,1907.8
48407,1367.0,1890.9
48409,1459.2,2004.3
48411,1549.4,2106.0
48413,1636.5,2197.8
48415,1668.8,2244.1
48417,1590.6,2147.0
48419,1396.2,1930.4
48421,1682.3,2230.5
48423,1423.5,1952.0
48425,1509.3,2055.8
48427,1516.2,2091.1
48429,1562.0,2115.2
48431,1682.5,2262.7
48433,1637.4,2210.3
48435,1621.7,2184.8
48437,1709.8,2273.6
48439,1504.0,2042.9
48441,1613.1,2171.6
48443,1692.6,2299.7
48445,1731.9,2321.9
48447,1598.0,2161.5
48449,1415.6,1950.2
48451,1644.8,2221.4
48453,1461.2,2006.8
48455,1399.1,1936.7
48457,1368.3,1897.0
48459,1409.5,1946.0
48461,1746.0,2356.9
48463,1479.2,2040.7
48465,1620.0,2199.6
48467,1439.2,1968.2
48469,1412.9,1936.4
48471,1394.6,1928.1
48473,1409.0,1935.5
48475,1759.0,2403.5
48477,1433.7,1963.8
48479,1524.0,2102.9
48481,1413.5,1938.0
48483,1654.1,2197.7
48485,1574.3,2127.7
48487,1598.9,2156.3
48489,1479.7,2016.1
48491,1476.9,2021.0
48493,1471.6,2031.0
48495,1763.5,2390.1
48497,1503.8,2056.6
48499,1418.4,1954.0
48501,1763.7,2366.1
48503,1550.4,2105.0
48505,1545.2,2135.3
48507,1490.3,2067.1
49001,1680.4,2217.0
49003,1445.7,1899.4
49005,1208.5,1645.6
49007,1511.5,2011.0
49009,1469.8,1890.7
49011,1549.5,2032.1
49013,1598.7,2098.9
49015,1607.3,2130.1
49017,1654.1,2195.1
49019,1657.3,2230.6
49021,1725.9,2283.7
49023,1616.7,2158.7
49025,1665.3,2222.5
49027,1638.2,2192.2
49029,1344.8,1794.9
49031,1592.8,2104.7
49033,1484.2,1935.8
49035,1491.5,1992.9
49037,1678.5,2222.2
49039,1508.3,1997.2
49041,1506.4,1988.2
49043,1418.7,1820.7
49045,1615.0,2161.4
49047,1559.6,2108.3
49049,1490.2,2009.5
49051,1452.5,1887.6
49053,1600.1,2193.5
49055,1679.5,2248.6
49057,1292.9,1747.6
50001,1185.6,1555.8
50003,1175.5,1533.5
50005,1160.2,1497.2
50007,1155.1,1511.4
50009,1151.1,1482.3
50011,1145.3,1490.8
50013,1165.8,1515.9
50015,1115.4,1447.5
50017,1184.1,1530.0
50019,1130.7,1463.1
50021,1171.4,1530.6
50023,1170.5,1515.9
50025,1252.8,1620.7
50027,1202.2,1559.0
51001,1435.2,1865.4
51003,1342.3,1809.0
51005,1267.2,1688.5
51007,1367.5,1846.5
51009,1323.6,1782.0
51011,1367.0,1843.6
51013,1330.2,1777.4
51015,1339.1,1784.8
51017,1280.4,1702.0
51019,1342.9,1808.7
51021,1296.0,1716.9
51023,1325.1,1780.3
51025,1380.0,1863.5
51027,1261.3,1693.4
51029,1359.7,1834.1
51031,1362.3,1836.3
51033,1347.3,1814.9
51035,1347.1,1789.2
51036,1370.0,1844.7
51037,1373.4,1855.2
51041,1372.2,1849.6
51043,1288.4,1725.9
51045,1277.6,1700.6
51047,1327.5,1787.8
51049,1363.4,1841.0
51051,1262.7,1692.8
51053,1383.5,1869.3
51057,1351.2,1813.1
51059,1326.3,1772.3
51061,1319.4,1772.6
51063,1359.8,1802.0
51065,1347.7,1822.0
51067,1354.5,1820.8
51069,1279.2,1705.8
51071,1276.3,1701.8
51073,1400.1,1860.9
51075,1366.8,1847.0
51077,1356.6,1796.3
51079,1312.1,1764.5
51081,1374.7,1855.5
51083,1378.7,1866.9
51085,1366.1,1842.7
51087,1366.9,1841.4
51089,1366.1,1842.5
51091,1288.1,1696.8
51093,1382.2,1858.7
51095,1380.7,1850.3
51097,1360.5,1828.2
51099,1349.6,1811.2
51101,1356.5,1825.9
51103,1391.5,1853.4
51105,1290.5,1740.5
51107,1296.8,1737.3
51109,1354.9,1826.9
51111,1387.6,1873.6
51113,1329.9,1784.4
51115,1432.7,1858.7
51117,1386.2,1869.7
51119,1384.2,1844.6
51121,1324.9,1762.1
51125,1334.6,1800.2
51127,1366.1,1838.2
51131,1466.4,1887.0
51133,1383.9,1834.3
51135,1383.3,1866.1
51137,1349.0,1816.3
51139,1316.0,1757.2
51141,1323.5,1776.7
51143,1378.2,1860.9
51145,1372.5,1854.7
51147,1374.0,1854.4
51149,1370.7,1848.0
51153,1321.7,1773.6
51155,1333.3,1772.7
51157,1299.5,1740.6
51159,1351.5,1813.0
51161,1310.6,1749.0
51163,1329.4,1780.1
51165,1318.1,1761.2
51167,1290.7,1729.1
51169,1308.2,1764.7
51171,1294.9,1732.0
51173,1295.5,1726.8
51175,1381.5,1864.7
51177,1343.1,1808.7
51179,1338.4,1796.4
51181,1384.3,1860.8
51183,1379.9,1862.6
51185,1273.7,1697.9
51187,1303.3,1745.1
51191,1311.5,1765.2
51193,1362.1,1823.5
51195,1264.1,1688.7
51197,1328.5,1765.0
51199,1429.3,1849.5
51510,1330.7,1779.2
51520,1310.7,1767.0
51530,1324.0,1778.1
51540,1351.4,1822.9
51550,1370.1,1842.7
51570,1379.5,1858.9
51580,1288.7,1721.3
51590,1376.3,1863.4
51595,1374.7,1855.4
51600,1320.9,1765.1
51610,1339.3,1790.4
51620,1392.4,1878.3
51630,1341.3,1804.7
51640,1353.0,1799.2
51650,1419.3,1871.3
51660,1326.0,1776.3
51670,1369.0,1843.9
51678,1349.1,1809.4
51680,1362.5,1834.8
51683,1317.8,1768.4
51685,1318.3,1769.0
51690,1357.7,1832.1
51700,1395.6,1866.8
51710,1431.2,1895.3
51720,1240.2,1660.6
51730,1377.4,1857.2
51735,1418.3,1865.7
51740,1404.0,1876.9
51750,1318.3,1757.8
51760,1366.4,1842.8
51770,1342.6,1799.2
51775,1333.1,1777.8
51790,1360.3,1818.8
51800,1379.0,1858.0
51810,1389.2,1845.0
51820,1347.2,1798.3
51830,1383.0,1853.3
51840,1287.5,1725.1
53001,1360.1,1800.9
53003,1252.6,1671.7
53005,1367.7,1848.8
53007,1250.8,1652.8
53009,909.2,1194.9
53011,1041.3,1402.5
53013,1275.4,1698.4
53015,1021.8,1368.3
53017,1345.8,1780.3
53019,1186.4,1564.2
53021,1348.1,1820.2
53023,1296.6,1724.0
53025,1350.0,1816.9
53027,994.6,1311.7
53031,972.8,1296.9
53033,958.3,1281.7
53035,1072.4,1425.5
53037,1343.0,1775.8
53039,1371.4,1826.2
53041,960.3,1298.2
53043,1318.1,1736.8
53045,1071.9,1429.8
53047,1239.7,1630.7
53049,951.0,1247.6
53051,1139.2,1517.8
53053,993.2,1324.9
53055,1148.5,1484.9
53057,955.2,1276.5
53059,1155.5,1532.1
53061,857.7,1150.4
53063,1228.4,1628.0
53065,1157.7,1549.3
53067,1029.4,1374.9
53069,1009.0,1337.9
53071,1297.4,1752.1
53073,852.1,1132.8
53075,1279.4,1702.4
53077,1372.8,1845.6
54001,1185.6,1581.4
54003,1267.0,1695.1
54005,1216.4,1637.6
54007,1171.3,1576.0
54009,1174.8,1567.4
54011,1224.7,1653.9
54013,1208.7,1627.3
54015,1130.5,1529.2
54017,1193.0,1603.0
54019,1235.2,1648.9
54021,1177.7,1589.9
54023,1217.4,1610.6
54025,1262.8,1676.6
54027,1272.4,1695.9
54029,1175.1,1565.2
54031,1266.5,1682.8
54033,1185.5,1591.1
54035,1219.8,1643.3
54037,1296.3,1735.2
54039,1179.0,1593.3
54041,1199.8,1611.2
54043,1236.9,1669.4
54045,1223.1,1647.3
54047,1166.6,1569.5
54049,1195.3,1598.9
54051,1167.9,1561.7
54053,1229.7,1657.9
54055,1257.0,1670.5
54057,1218.5,1613.2
54059,1214.6,1643.3
54061,1199.9,1603.3
54063,1278.9,1701.5
54065,1256.5,1677.6
54067,1213.4,1616.6
54069,1179.0,1574.6
54071,1282.1,1686.5
54073,1200.6,1612.8
54075,1264.7,1657.3
54077,1171.9,1553.0
54079,1237.3,1669.9
54081,1258.4,1673.3
54083,1159.0,1528.2
54085,1194.5,1606.0
54087,1200.3,1617.7
54089,1283.5,1709.4
54091,1191.5,1595.2
54093,1176.2,1555.0
54095,1198.7,1608.5
54097,1194.9,1598.3
54099,1215.6,1644.7
54101,1200.4,1590.2
54103,1141.8,1534.5
54105,1186.3,1599.1
54107,1224.7,1647.6
54109,1236.6,1661.1
55001,1292.9,1676.6
55003,1198.7,1560.9
55005,1256.0,1624.2
55007,1206.0,1563.7
55009,1268.9,1642.2
55011,1277.4,1661.1
55013,1278.5,1651.5
55015,1277.7,1644.7
55017,1264.1,1640.4
55019,1253.5,1628.9
55021,1289.4,1673.2
55023,1285.4,1677.4
55025,1305.2,1699.5
55027,1269.7,1647.1
55029,1234.6,1556.6
55031,1258.5,1626.6
55033,1262.7,1640.3
55035,1255.8,1633.9
55037,1230.8,1592.1
55039,1273.7,1646.2
55041,1230.8,1589.3
55043,1290.7,1687.9
55045,1277.5,1671.8
55047,1282.1,1658.5
55049,1290.3,1683.8
55051,1212.2,1570.2
55053,1269.6,1651.3
55055,1268.5,1654.3
55057,1300.0,1687.2
55059,1279.7,1641.3
55061,1250.5,1593.7
55063,1272.0,1657.9
55065,1295.4,1694.3
55067,1252.2,1614.0
55069,1264.3,1628.9
55071,1160.8,1491.2
55073,1271.6,1644.9
55075,1260.4,1633.8
55077,1279.5,1662.7
55078,1280.2,1652.0
55079,1282.9,1645.3
55081,1280.6,1665.4
55083,1258.4,1629.4
55085,1256.2,1615.1
55087,1277.2,1648.5
55089,1197.4,1548.9
55091,1254.1,1633.8
55093,1271.4,1652.1
55095,1278.5,1654.3
55097,1288.2,1669.3
55099,1245.7,1610.3
55101,1321.9,1675.3
55103,1260.0,1648.7
55105,1281.4,1672.7
55107,1266.8,1640.5
55109,1257.7,1633.4
55111,1272.0,1658.0
55113,1255.8,1625.2
55115,1275.9,1650.8
55117,1267.3,1628.2
55119,1268.5,1638.2
55121,1260.4,1642.2
55123,1270.6,1656.0
55125,1220.3,1575.1
55127,1281.0,1668.8
55129,1264.2,1629.7
55131,1260.5,1642.0
55133,1282.7,1673.1
55135,1275.7,1651.3
55137,1294.4,1674.3
55139,1271.4,1638.2
55141,1264.0,1642.4
56001,1517.2,1934.8
56003,1450.9,1931.4
56005,1459.9,1888.7
56007,1527.3,1945.5
56009,1496.5,1936.1
56011,1393.7,1819.0
56013,1551.3,2061.3
56015,1516.0,1991.3
56017,1487.8,1957.0
56019,1450.4,1901.5
56021,1520.7,1960.6
56023,1196.6,1566.4
56025,1539.0,1973.7
56027,1513.9,1962.7
56029,1415.5,1820.9
56031,1504.0,1959.1
56033,1318.2,1744.9
56035,1541.6,1989.9
56037,1591.3,2034.0
56039,1238.0,1605.7
56041,1523.7,1965.3
56043,1478.4,1955.5
56045,1501.4,1945.0
72001,1380.6,1906.2
72003,1470.2,2011.8
72005,1499.1,2071.4
72007,1379.8,1892.7
72009,1409.3,1931.1
72011,1397.6,1929.7
72013,1408.0,1958.7
72015,1581.5,2147.6
72017,1506.1,2095.9
72019,1353.3,1855.4
72021,1366.1,1884.7
72023,1579.9,2166.7
72025,1417.5,1950.7
72027,1413.1,1960.2
72029,1398.3,1920.5
72031,1429.6,1975.0
72033,1479.1,2050.3
72035,1366.3,1868.3
72037,1573.9,2152.3
72039,1348.8,1854.3
72041,1424.1,1948.6
72043,1385.1,1900.3
72045,1362.6,1867.2
72047,1349.1,1859.3
72049,1601.6,2155.6
72051,1535.5,2129.9
72053,1603.5,2161.9
72054,1348.1,1861.2
72055,1583.7,2173.7
72057,1591.7,2166.7
72059,1572.5,2164.8
72061,1361.1,1876.6
72063,1418.4,1950.9
72065,1417.4,1969.7
72067,1384.6,1911.3
72069,1527.5,2097.5
72071,1462.5,2024.6
72073,1304.7,1794.2
72075,1535.0,2087.6
72077,1454.1,2000.3
72079,1554.6,2133.0
72081,1365.9,1891.8
72083,1301.7,1805.4
72085,1457.5,1998.2
72087,1507.2,2086.9
72089,1495.1,2047.2
72091,1429.8,1984.0
72093,1252.1,1729.1
72095,1527.2,2074.0
72097,1655.7,2250.5
72099,1400.6,1946.5
72101,1356.5,1871.5
72103,1528.6,2094.8
72105,1338.2,1835.4
72107,1291.1,1774.1
72109,1512.0,2054.5
72111,1516.5,2085.3
72113,1574.7,2166.0
72115,1469.7,2038.8
72117,1466.0,2006.3
72119,1505.9,2061.4
72121,1453.1,1990.9
72123,1601.6,2181.4
72125,1366.6,1895.0
72127,1478.2,2049.6
72129,1432.2,1960.3
72131,1360.8,1890.5
72133,1592.4,2168.6
72135,1380.5,1903.1
72137,1552.1,2154.5
72139,1395.2,1929.2
72141,1361.3,1879.4
72143,1446.8,2005.2
72145,1513.9,2100.1
72147,1599.9,2158.6
72149,1303.7,1788.0
72151,1555.3,2121.5
72153,1411.5,1934.9
