geoid,median_gross_rent,resolved
37037,1180,county
37039,813,county
37041,681,county
37043,804,county
37045,914,county
37047,824,county
37049,1110,county
37051,1222,county
37053,1162,county
37055,1345,county
37057,901,county
37059,867,county
37061,865,county
37063,1508,county
37065,858,county
37067,1098,county
37069,1083,county
37071,1153,county
37073,1143,county
37075,676,county
37077,1008,county
37079,853,county
37081,1163,county
37083,813,county
37085,1112,county
37087,1067,county
37089,1187,county
37091,844,county
37093,1089,county
37095,1263,county
37097,1252,county
37099,904,county
37101,1146,county
37103,747,county
37105,1017,county
37107,861,county
37109,1015,county
37111,806,county
37113,803,county
37115,780,county
37117,758,county
37119,1627,county
37121,813,county
37123,766,county
37125,1254,county
37127,953,county
37129,1417,county
37131,758,county
37133,1265,county
37135,1496,county
37137,752,county
37139,1170,county
37141,1106,county
37143,1008,county
37145,864,county
37147,993,county
37149,1178,county
37151,887,county
37153,724,county
37155,805,county
37157,810,county
37159,1013,county
37161,783,county
37163,834,county
37165,778,county
37167,861,county
37169,775,county
37171,761,county
37173,742,county
37175,967,county
37177,644,county
37179,1496,county
37181,883,county
37183,1623,county
37185,790,county
37187,743,county
37189,1127,county
37191,965,county
37193,723,county
37195,953,county
37197,766,county
37199,882,county
38001,594,county
38003,779,county
38005,588,county
38007,621,county
38009,796,county
38011,765,county
38013,684,county
38015,998,county
38017,958,county
38019,786,county
38021,840,county
38023,1105,county
38025,922,county
38027,590,county
38029,568,county
38031,780,county
38033,638,county
38035,992,county
38037,675,county
38039,573,county
38041,785,county
38043,853,county
38045,766,county
38047,838,county
38049,713,county
38051,608,county
38053,1284,county
38055,784,county
38057,1031,county
38059,1076,county
38061,950,county
38063,582,county
38065,756,county
38067,684,county
38069,850,county
38071,714,county
38073,691,county
38075,828,county
38077,740,county
38079,505,county
38081,816,county
38083,373,county
38085,444,county
38087,525,county
38089,960,county
38091,738,county
38093,774,county
38095,757,county
38097,717,county
38099,748,county
38101,1048,county
38103,648,county
38105,1123,county
39001,732,county
39003,922,county
39005,888,county
39007,828,county
39009,939,county
39011,868,county
39013,793,county
39015,817,county
39017,1135,county
39019,863,county
39021,905,county
39023,872,county
39025,1107,county
39027,910,county
39029,756,county
39031,765,county
39033,794,county
39035,1060,county
39037,779,county
39039,846,county
39041,1492,county
39043,933,county
39045,1172,county
39047,822,county
39049,1302,county
39051,863,county
39053,813,county
39055,1083,county
39057,1135,county
39059,864,county
39061,1075,county
39063,979,county
39065,793,county
39067,785,county
39069,849,county
39071,780,county
39073,808,county
39075,816,county
39077,848,county
39079,769,county
39081,835,county
39083,950,county
39085,1113,county
39087,848,county
39089,1078,county
39091,845,county
39093,966,county
39095,934,county
39097,943,county
39099,791,county
39101,864,county
39103,1143,county
39105,722,county
39107,804,county
39109,966,county
39111,672,county
39113,1026,county
39115,742,county
39117,937,county
39119,833,county
39121,707,county
39123,930,county
39125,812,county
39127,777,county
39129,1020,county
39131,907,county
39133,1064,county
39135,794,county
39137,855,county
39139,824,county
39141,906,county
39143,783,county
39145,742,county
39147,856,county
39149,922,county
39151,909,county
39153,1026,county
39155,797,county
39157,908,county
39159,1247,county
39161,782,county
39163,728,county
39165,1361,county
39167,852,county
39169,881,county
39171,791,county
39173,972,county
39175,827,county
40001,667,county
40003,705,county
40005,708,county
40007,790,county
40009,904,county
40011,852,county
40013,960,county
40015,734,county
40017,1289,county
40019,980,county
40021,831,county
40023,690,county
40025,718,county
40027,1167,county
40029,722,county
40031,970,county
40033,772,county
40035,810,county
40037,936,county
40039,824,county
40041,913,county
40043,912,county
40045,815,county
40047,919,county
40049,825,county
40051,883,county
40053,853,county
40055,681,county
40057,694,county
40059,828,county
40061,770,county
40063,660,county
40065,842,county
40067,647,county
40069,762,county
40071,842,county
40073,891,county
40075,780,county
40077,646,county
40079,798,county
40081,794,county
40083,891,county
40085,939,county
40087,954,county
40089,700,county
40091,780,county
40093,696,county
40095,824,county
40097,858,county
40099,881,county
40101,849,county
40103,826,county
40105,811,county
40107,716,county
40109,1116,county
40111,834,county
40113,777,county
40115,788,county
40117,864,county
40119,917,county
40121,860,county
40123,889,county
40125,894,county
40127,667,county
40129,795,county
40131,1047,county
40133,752,county
40135,811,county
40137,895,county
40139,873,county
40141,733,county
40143,1110,county
40145,1068,county
40147,907,county
40149,815,county
40151,850,county
40153,838,county
41001,865,county
41003,1410,county
41005,1758,county
41007,1180,county
41009,1373,county
41011,1042,county
41013,1283,county
41015,1241,county
41017,1787,county
41019,1055,county
41021,1125,county
41023,789,county
41025,684,county
41027,1417,county
41029,1358,county
41031,941,county
41033,1194,county
41035,991,county
41037,878,county
41039,1355,county
41041,1201,county
41043,1320,county
41045,821,county
41047,1414,county
41049,995,county
41051,1646,county
41053,1299,county
41055,1032,county
41057,1246,county
41059,997,county
41061,982,county
41063,981,county
41065,1008,county
41067,1849,county
41069,870,county
41071,1480,county
42001,1115,county
42003,1153,county
42005,785,county
42007,890,county
42009,784,county
42011,1181,county
42013,885,county
42015,901,county
42017,1605,county
42019,1041,county
42021,739,county
42023,689,county
42025,994,county
42027,1207,county
42029,1763,county
42031,798,county
42033,791,county
42035,820,county
42037,943,county
42039,802,county
42041,1249,county
42043,1217,county
42045,1372,county
42047,719,county
42049,904,county
42051,793,county
42053,817,county
42055,1093,county
42057,809,county
42059,789,county
42061,810,county
42063,800,county
42065,750,county
42067,756,county
42069,1007,county
42071,1357,county
42073,831,county
42075,1110,county
42077,1383,county
42079,1004,county
42081,913,county
42083,809,county
42085,843,county
42087,822,county
42089,1393,county
42091,1683,county
42093,1142,county
42095,1395,county
42097,806,county
42099,874,county
42101,1397,county
42103,1378,county
42105,809,county
42107,876,county
42109,929,county
42111,753,county
42113,775,county
42115,933,county
42117,863,county
42119,974,county
42121,795,county
42123,755,county
42125,949,county
42127,1038,county
42129,879,county
42131,943,county
42133,1193,county
44001,1528,county
44003,1327,county
44005,1713,county
44007,1312,county
44009,1327,county
45001,799,county
45003,1062,county
45005,662,county
45007,989,county
45009,815,county
45011,740,county
45013,1653,county
45015,1654,county
45017,1052,county
45019,1620,county
45021,869,county
45023,853,county
45025,762,county
45027,763,county
45029,949,county
45031,896,county
45033,679,county
45035,1463,county
45037,720,county
45039,938,county
45041,954,county
45043,1204,county
45045,1262,county
45047,898,county
45049,843,county
45051,1255,county
45053,1328,county
45055,971,county
45057,959,county
45059,880,county
45061,823,county
45063,1178,county
45065,696,county
45067,669,county
45069,689,county
45071,872,county
45073,881,county
45075,841,county
45077,972,county
45079,1228,county
45081,851,county
45083,1084,county
45085,1057,county
45087,804,county
45089,765,county
45091,1387,county
46003,747,county
46005,879,county
46007,617,county
46009,646,county
46011,901,county
46013,777,county
46015,835,county
46017,540,county
46019,972,county
46021,760,county
46023,704,county
46025,782,county
46027,770,county
46029,938,county
46031,496,county
46033,1112,county
46035,847,county
46037,660,county
46039,642,county
46041,692,county
46043,877,county
46045,992,county
46047,931,county
46049,771,county
46051,763,county
46053,614,county
46055,584,county
46057,800,county
46059,587,county
46061,782,county
46063,521,county
46065,990,county
46067,727,county
46069,836,county
46071,442,county
46073,632,county
46075,543,county
46077,685,county
46079,947,county
46081,938,county
46083,1260,county
46085,651,county
46087,945,county
46089,594,county
46091,752,county
46093,1264,county
46095,708,county
46097,644,county
46099,978,county
46101,758,county
46102,584,county
46103,1120,county
46105,738,county
46107,1008,county
46109,658,county
46111,725,county
46115,734,county
46117,952,county
46119,842,county
46121,532,county
46123,820,county
46125,742,county
46127,1069,county
46129,926,county
46135,781,county
46137,734,county
47001,1031,county
47003,1051,county
47005,768,county
47007,830,county
47009,1090,county
47011,1030,county
47013,716,county
47015,908,county
47017,755,county
47019,739,county
47021,1345,county
47023,756,county
47025,745,county
47027,557,county
47029,798,county
47031,913,county
47033,857,county
47035,839,county
47037,1582,county
47039,757,county
47041,839,county
47043,1015,county
47045,782,county
47047,902,county
47049,709,county
47051,894,county
47053,819,county
47055,862,county
47057,746,county
47059,737,county
47061,636,county
47063,857,county
47065,1253,county
47067,622,county
47069,812,county
47071,775,county
47073,785,county
47075,762,county
47077,745,county
47079,761,county
47081,893,county
47083,735,county
47085,862,county
47087,758,county
47089,904,county
47091,674,county
47093,1261,county
47095,532,county
47097,774,county
47099,763,county
47101,708,county
47103,857,county
47105,1062,county
47107,803,county
47109,723,county
47111,846,county
47113,1123,county
47115,853,county
47117,946,county
47119,1300,county
47121,875,county
47123,714,county
47125,1308,county
47127,841,county
47129,770,county
47131,770,county
47133,832,county
47135,758,county
47137,564,county
47139,676,county
47141,908,county
47143,839,county
47145,785,county
47147,1199,county
47149,1502,county
47151,686,county
47153,818,county
47155,1072,county
47157,1232,county
47159,922,county
47161,945,county
47163,889,county
47165,1424,county
47167,1013,county
47169,853,county
47171,750,county
47173,847,county
47175,700,county
47177,827,county
47179,1005,county
47181,619,county
47183,803,county
47185,849,county
47187,1969,county
47189,1486,county
48001,1041,county
48003,1305,county
48005,1076,county
48007,1128,county
48009,770,county
48011,1021,county
48013,1061,county
48015,1137,county
48017,931,county
48019,1149,county
48021,1410,county
48023,581,county
48025,1065,county
48027,1224,county
48029,1354,county
48031,1017,county
48035,928,county
48037,988,county
48039,1454,county
48041,1193,county
48043,839,county
48045,631,county
48047,719,county
48049,919,county
48051,1063,county
48053,1319,county
48055,1173,county
48057,891,county
48059,817,county
48061,912,county
48063,801,county
48065,956,county
48067,852,county
48069,896,county
48071,1609,county
48073,933,county
48075,913,county
48077,811,county
48079,697,county
48081,729,county
48083,653,county
48085,1859,county
48087,714,county
48089,926,county
48091,1603,county
48093,855,county
48095,733,county
48097,1047,county
48099,1186,county
48101,264,county
48103,882,county
48105,558,county
48107,684,county
48109,1043,county
48111,1081,county
48113,1565,county
48115,777,county
48117,926,county
48119,945,county
48121,1728,county
48123,921,county
48125,758,county
48127,823,county
48129,780,county
48131,741,county
48133,866,county
48135,1259,county
48137,713,county
48139,1594,county
48141,1079,county
48143,1146,county
48145,731,county
48147,1035,county
48149,988,county
48151,601,county
48153,676,county
48155,572,county
48157,1807,county
48159,936,county
48161,853,county
48163,1016,county
48165,789,county
48167,1404,county
48169,838,county
48171,1340,county
48173,648,county
48175,754,county
48177,840,county
48179,933,county
48181,1310,county
48183,1102,county
48185,1069,county
48187,1517,county
48189,836,county
48191,529,county
48193,885,county
48195,939,county
48197,684,county
48199,1049,county
48201,1401,county
48203,974,county
48205,1028,county
48207,782,county
48209,1495,county
48211,836,county
48213,1048,county
48215,957,county
48217,946,county
48219,850,county
48221,1428,county
48223,1109,county
48225,887,county
48227,1034,county
48229,705,county
48231,1222,county
48233,932,county
48235,1950,county
48237,960,county
48239,1065,county
48241,848,county
48243,1241,county
48245,1117,county
48247,824,county
48249,938,county
48251,1398,county
48253,866,county
48255,957,county
48257,1554,county
48259,1606,county
48263,675,county
48265,1109,county
48267,790,county
48271,1272,county
48273,1043,county
48275,521,county
48277,949,county
48279,968,county
48281,1059,county
48283,819,county
48285,910,county
48287,1067,county
48289,907,county
48291,1044,county
48293,905,county
48295,876,county
48297,924,county
48299,998,county
48303,1178,county
48305,927,county
48307,806,county
48309,1173,county
48311,758,county
48313,851,county
48315,911,county
48317,971,county
48319,800,county
48321,999,county
48323,859,county
48325,1196,county
48327,729,county
48329,1407,county
48331,984,county
48333,708,county
48335,524,county
48337,1008,county
48339,1532,county
48341,939,county
48343,859,county
48345,675,county
48347,965,county
48349,1076,county
48351,1001,county
48353,913,county
48355,1283,county
48357,891,county
48359,1111,county
48361,1100,county
48363,1093,county
48365,834,county
48367,1500,county
48369,1081,county
48371,918,county
48373,987,county
48375,1022,county
48377,448,county
48379,989,county
48381,1170,county
48383,746,county
48385,1188,county
48387,1044,county
48389,981,county
48391,795,county
48393,859,county
48395,779,county
48397,1992,county
48399,847,county
48401,1015,county
48403,844,county
48405,591,county
48407,1060,county
48409,1291,county
48411,958,county
48413,660,county
48415,1020,county
48417,718,county
48419,781,county
48421,835,county
48423,1238,county
48425,773,county
48427,726,county
48429,846,county
48431,952,county
48433,613,county
48435,772,county
48437,783,county
48439,1547,county
48441,1159,county
48445,817,county
48447,878,county
48449,907,county
48451,1154,county
48453,1744,county
48455,856,county
48457,1049,county
48459,995,county
48461,720,county
48463,981,county
48465,994,county
48467,1066,county
48469,1157,county
48471,1031,county
48473,1169,county
48475,1118,county
48477,1165,county
48479,1027,county
48481,1046,county
48483,970,county
48485,1006,county
48487,932,county
48489,809,county
48491,1796,county
48493,1069,county
48495,1037,county
48497,1299,county
48499,862,county
48501,973,county
48503,862,county
48505,617,county
48507,548,county
49001,981,county
49003,1116,county
49005,1213,county
49007,870,county
49009,900,county
49011,1621,county
49013,1009,county
49015,739,county
49017,817,county
49019,1118,county
49021,1065,county
49023,907,county
49025,1072,county
49027,882,county
49029,1492,county
49031,950,county
49033,760,county
49035,1592,county
49037,867,county
49039,954,county
49041,912,county
49043,1987,county
49045,1189,county
49047,941,county
49049,1541,county
49051,2000,county
49053,1566,county
49055,884,county
49057,1379,county
50001,1177,county
50003,1109,county
50005,920,county
50007,1646,county
50009,827,county
50011,1180,county
50013,1425,county
50015,1160,county
50017,1173,county
50019,892,county
50021,1000,county
50023,1163,county
50025,1056,county
50027,1118,county
51001,977,county
51003,1692,county
51005,765,county
51007,1164,county
51009,871,county
51011,855,county
51013,2322,county
51015,1136,county
51017,736,county
51019,952,county
51021,644,county
51023,1035,county
51025,834,county
51027,743,county
51029,927,county
51031,891,county
51033,1293,county
51035,738,county
51036,1099,county
51037,732,county
51041,1629,county
51043,1371,county
51045,713,county
51047,1423,county
51049,877,county
51051,738,county
51053,1224,county
51057,972,county
51059,2276,county
51061,1613,county
51063,878,county
51065,1204,county
51067,829,county
51069,1507,county
51071,789,county
51073,1096,county
51075,1614,county
51077,765,county
51079,1309,county
51081,969,county
51083,790,county
51085,1591,county
51087,1541,county
51089,728,county
51091,856,county
51093,1359,county
51095,1552,county
51097,1004,county
51099,1428,county
51101,1166,county
51103,1033,county
51105,738,county
51107,2386,county
51109,1220,county
51111,742,county
51113,1166,county
51115,1032,county
51117,823,county
51119,1059,county
51121,1240,county
51125,946,county
51127,1721,county
51131,829,county
51133,1038,county
51135,972,county
51137,1205,county
51139,879,county
51141,716,county
51143,861,county
51145,1168,county
51147,931,county
51149,1594,county
51153,2067,county
51155,813,county
51157,1290,county
51159,1067,county
51161,1224,county
51163,925,county
51165,1160,county
51167,653,county
51169,699,county
51171,984,county
51173,731,county
51175,930,county
51177,1779,county
51179,2020,county
51181,983,county
51183,907,county
51185,795,county
51187,1199,county
51191,854,county
51193,1018,county
51195,790,county
51197,764,county
51199,1827,county
51510,2089,county
51520,801,county
51530,1112,county
51540,1540,county
51550,1586,county
51570,1234,county
51580,794,county
51590,836,county
51595,1037,county
51600,2245,county
51610,2190,county
51620,988,county
51630,1619,county
51640,743,county
51650,1427,county
51660,1184,county
51670,1106,county
51678,1081,county
51680,1073,county
51683,1850,county
51685,2146,county
51690,808,county
51700,1339,county
51710,1321,county
51720,692,county
51730,1174,county
51735,1707,county
51740,1300,county
51750,1033,county
51760,1372,county
51770,996,county
51775,1133,county
51790,1024,county
51800,1563,county
51810,1714,county
51820,1020,county
51830,1407,county
51840,1315,county
53001,877,county
53003,1043,county
53005,1306,county
53007,1226,county
53009,1152,county
53011,1748,county
53013,985,county
53015,1206,county
53017,1305,county
53019,663,county
53021,1198,county
53023,791,county
53025,1116,county
53027,1062,county
53029,1662,county
53031,1522,county
53033,2092,county
53035,1822,county
53037,1341,county
53039,1105,county
53041,1097,county
53043,883,county
53045,1285,county
53047,887,county
53049,1005,county
53051,855,county
53053,1806,county
53055,1512,county
53057,1536,county
53059,1068,county
53061,1949,county
53063,1283,county
53065,898,county
53067,1736,county
53069,853,county
53071,1218,county
53073,1555,county
53075,1049,county
53077,1109,county
54001,803,county
54003,1233,county
54005,837,county
54007,606,county
54009,645,county
54011,923,county
54013,473,county
54015,651,county
54017,866,county
54019,788,county
54021,750,county
54023,644,county
54025,868,county
54027,720,county
54029,771,county
54031,816,county
54033,879,county
54035,716,county
54037,1108,county
54039,906,county
54041,730,county
54043,771,county
54045,710,county
54047,643,county
54049,932,county
54051,837,county
54053,671,county
54055,810,county
54057,809,county
54059,647,county
54061,987,county
54063,690,county
54065,794,county
54067,686,county
54069,821,county
54071,770,county
54073,715,county
54075,715,county
54077,750,county
54079,952,county
54081,902,county
54083,821,county
54085,579,county
54087,614,county
54089,915,county
54091,835,county
54093,656,county
54095,748,county
54097,886,county
54099,915,county
54101,709,county
54103,688,county
54105,558,county
54107,822,county
54109,650,county
55001,828,county
55003,721,county
55005,879,county
55007,812,county
55009,1031,county
55011,876,county
55013,771,county
55015,1073,county
55017,963,county
55019,823,county
55021,978,county
55023,789,county
55025,1398,county
55027,988,county
55029,1086,county
55031,909,county
55033,985,county
55035,1064,county
55037,750,county
55039,960,county
55041,594,county
55043,813,county
55045,867,county
55047,818,county
55049,954,county
55051,662,county
55053,787,county
55055,1035,county
55057,879,county
55059,1219,county
55061,847,county
55063,1059,county
55065,830,county
55067,702,county
55069,755,county
55071,797,county
55073,999,county
55075,795,county
55077,800,county
55078,626,county
55079,1101,county
55081,914,county
55083,791,county
55085,885,county
55087,1057,county
55089,1154,county
55091,869,county
55093,1044,county
55095,957,county
55097,940,county
55099,786,county
55101,1080,county
55103,771,county
55105,1037,county
55107,874,county
55109,1271,county
55111,1018,county
55113,712,county
55115,821,county
55117,934,county
55119,823,county
55121,949,county
55123,836,county
55125,847,county
55127,1150,county
55129,795,county
55131,1153,county
55133,1356,county
55135,852,county
55137,796,county
55139,965,county
55141,856,county
56001,931,county
56003,823,county
56005,1009,county
56007,842,county
56009,866,county
56011,852,county
56013,898,county
56015,778,county
56017,887,county
56019,1029,county
56021,1160,county
56023,960,county
56025,1016,county
56027,605,county
56029,925,county
56031,781,county
56033,939,county
56035,1209,county
56037,911,county
56039,1904,county
56041,900,county
56043,720,county
56045,698,county
72001,425,county
72003,475,county
72005,509,county
72007,468,county
72009,481,county
72011,576,county
72013,531,county
72015,472,county
72017,582,county
72019,505,county
72021,703,county
72023,590,county
72025,659,county
72027,611,county
72029,568,county
72031,677,county
72033,564,county
72035,540,county
72037,538,county
72039,431,county
72041,577,county
72043,521,county
72045,512,county
72047,497,county
72049,528,county
72051,715,county
72053,625,county
72054,688,county
72055,349,county
72057,436,county
72059,454,county
72061,901,county
72063,678,county
72065,595,county
72067,559,county
72069,568,county
72071,582,county
72073,456,county
72075,559,county
72077,577,county
72079,479,county
72081,505,county
72083,412,county
72085,565,county
72087,464,county
72089,504,county
72091,538,county
72093,413,county
72095,549,county
72097,484,county
72099,512,county
72101,618,county
72103,528,county
72105,488,county
72107,499,county
72109,543,county
72111,489,county
72113,536,county
72115,521,county
72117,604,county
72119,585,county
72121,463,county
72123,530,county
72125,481,county
72127,611,county
72129,579,county
72131,508,county
72133,489,county
72135,690,county
72137,713,county
72139,694,county
72141,476,county
72143,667,county
72145,650,county
72147,430,county
72149,517,county
72151,489,county
72153,551,county
